payment_id,ride_id,user_id,payment_method,amount,payment_status,transaction_id,payment_time,created_at
3068,3068,7650,google_pay,23.16,completed,TXN-003068-6529,2024-08-30 02:33:00,2024-08-30 02:33:00
3069,3069,8771,debit_card,7.45,completed,TXN-003069-2062,2024-12-04 05:28:00,2024-12-04 05:28:00
3070,3070,7004,debit_card,31.25,completed,TXN-003070-1525,2024-01-23 16:17:00,2024-01-23 16:17:00
3071,3071,8332,cash,7.32,completed,TXN-003071-5463,2024-11-04 10:08:00,2024-11-04 10:08:00
3072,3072,3501,debit_card,28.86,completed,TXN-003072-5116,2024-06-08 17:13:00,2024-06-08 17:13:00
3073,3073,9279,google_pay,40.34,completed,TXN-003073-4790,2024-01-19 15:59:00,2024-01-19 15:59:00
3074,3074,6923,credit_card,20.36,completed,TXN-003074-1615,2024-09-17 16:49:00,2024-09-17 16:49:00
3075,3075,5413,debit_card,36.9,completed,TXN-003075-9520,2024-11-24 00:45:00,2024-11-24 00:45:00
3076,3076,4693,google_pay,22.22,completed,TXN-003076-5521,2024-05-02 13:44:00,2024-05-02 13:44:00
3077,3077,4131,credit_card,44.48,completed,TXN-003077-8852,2024-08-10 18:16:00,2024-08-10 18:16:00
3078,3078,7347,google_pay,28.16,completed,TXN-003078-1449,2024-03-29 03:47:00,2024-03-29 03:47:00
3079,3079,5451,credit_card,50.67,completed,TXN-003079-1310,2024-04-29 04:36:00,2024-04-29 04:36:00
3080,3080,4974,debit_card,7.21,completed,TXN-003080-5303,2024-03-09 05:41:00,2024-03-09 05:41:00
3081,3081,7879,debit_card,54.95,completed,TXN-003081-8447,2024-10-03 11:38:00,2024-10-03 11:38:00
3082,3082,3685,apple_pay,0.0,failed,TXN-003082-2533,2024-07-26 07:07:00,2024-07-26 07:07:00
3083,3083,5980,debit_card,13.31,completed,TXN-003083-9976,2024-06-11 21:51:00,2024-06-11 21:51:00
3084,3084,6481,apple_pay,50.0,completed,TXN-003084-5422,2024-12-03 21:52:00,2024-12-03 21:52:00
3085,3085,8847,credit_card,46.38,completed,TXN-003085-5807,2024-12-11 18:20:00,2024-12-11 18:20:00
3086,3086,3700,debit_card,6.96,completed,TXN-003086-8998,2024-03-13 10:30:00,2024-03-13 10:30:00
3087,3087,7544,cash,36.53,completed,TXN-003087-2372,2024-03-18 14:08:00,2024-03-18 14:08:00
3088,3088,3905,cash,10.47,completed,TXN-003088-9412,2024-10-15 12:10:00,2024-10-15 12:10:00
3089,3089,6338,credit_card,55.56,completed,TXN-003089-1178,2024-02-02 06:29:00,2024-02-02 06:29:00
3090,3090,6880,google_pay,18.55,completed,TXN-003090-1394,2024-05-25 05:41:00,2024-05-25 05:41:00
3091,3091,3687,apple_pay,13.37,completed,TXN-003091-3659,2024-11-11 10:04:00,2024-11-11 10:04:00
3092,3092,8192,google_pay,81.82,completed,TXN-003092-7596,2024-08-21 20:25:00,2024-08-21 20:25:00
3093,3093,6519,debit_card,49.98,completed,TXN-003093-2516,2024-05-29 22:16:00,2024-05-29 22:16:00
3094,3094,8088,cash,45.44,completed,TXN-003094-3295,2024-07-07 08:54:00,2024-07-07 08:54:00
3095,3095,3716,credit_card,49.24,completed,TXN-003095-7274,2024-01-25 06:17:00,2024-01-25 06:17:00
3096,3096,9951,apple_pay,43.08,completed,TXN-003096-7109,2024-03-12 18:09:00,2024-03-12 18:09:00
3097,3097,7931,cash,6.64,completed,TXN-003097-3531,2024-09-25 03:53:00,2024-09-25 03:53:00
3098,3098,8239,apple_pay,5.0,completed,TXN-003098-6355,2024-04-01 14:32:00,2024-04-01 14:32:00
3099,3099,3698,apple_pay,16.26,completed,TXN-003099-2062,2024-07-25 22:29:00,2024-07-25 22:29:00
3100,3100,8989,google_pay,72.86,completed,TXN-003100-4121,2024-01-20 09:10:00,2024-01-20 09:10:00
3101,3101,5136,credit_card,36.74,completed,TXN-003101-9714,2024-11-09 10:50:00,2024-11-09 10:50:00
3102,3102,4929,google_pay,15.01,completed,TXN-003102-5596,2024-05-19 02:47:00,2024-05-19 02:47:00
3103,3103,8798,debit_card,38.17,completed,TXN-003103-7420,2024-11-25 11:07:00,2024-11-25 11:07:00
3104,3104,7645,cash,39.55,completed,TXN-003104-7946,2024-07-26 16:08:00,2024-07-26 16:08:00
3105,3105,7256,debit_card,70.71,completed,TXN-003105-2209,2024-04-27 23:23:00,2024-04-27 23:23:00
3106,3106,5984,apple_pay,47.97,completed,TXN-003106-5153,2024-07-06 05:39:00,2024-07-06 05:39:00
3107,3107,6720,credit_card,24.12,completed,TXN-003107-4216,2024-10-02 17:35:00,2024-10-02 17:35:00
3108,3108,9492,cash,5.0,completed,TXN-003108-2713,2024-06-28 18:50:00,2024-06-28 18:50:00
3109,3109,8085,debit_card,56.29,completed,TXN-003109-7196,2024-08-13 13:55:00,2024-08-13 13:55:00
3110,3110,6070,debit_card,53.31,completed,TXN-003110-9596,2024-04-01 15:51:00,2024-04-01 15:51:00
3111,3111,3214,debit_card,45.34,completed,TXN-003111-5843,2024-02-01 13:29:00,2024-02-01 13:29:00
3112,3112,6902,apple_pay,7.88,completed,TXN-003112-5007,2024-07-14 09:16:00,2024-07-14 09:16:00
3113,3113,8200,debit_card,17.32,completed,TXN-003113-1963,2024-11-08 08:31:00,2024-11-08 08:31:00
3114,3114,9469,apple_pay,7.49,completed,TXN-003114-9162,2024-03-30 11:48:00,2024-03-30 11:48:00
3115,3115,6202,debit_card,19.82,completed,TXN-003115-6508,2024-04-19 11:38:00,2024-04-19 11:38:00
3116,3116,2991,cash,73.16,completed,TXN-003116-2329,2024-07-10 01:53:00,2024-07-10 01:53:00
3117,3117,2920,apple_pay,60.11,completed,TXN-003117-8510,2024-01-01 07:21:00,2024-01-01 07:21:00
3118,3118,6581,google_pay,19.57,completed,TXN-003118-8491,2024-07-02 07:00:00,2024-07-02 07:00:00
3119,3119,6216,credit_card,80.64,completed,TXN-003119-9220,2024-06-07 03:13:00,2024-06-07 03:13:00
3120,3120,9587,credit_card,5.0,completed,TXN-003120-4208,2024-11-28 01:52:00,2024-11-28 01:52:00
3121,3121,5752,debit_card,105.06,completed,TXN-003121-8579,2024-10-22 14:05:00,2024-10-22 14:05:00
3122,3122,4772,apple_pay,44.67,completed,TXN-003122-8247,2024-07-03 03:08:00,2024-07-03 03:08:00
3123,3123,4857,apple_pay,19.22,completed,TXN-003123-2484,2024-09-24 06:41:00,2024-09-24 06:41:00
3124,3124,9865,google_pay,5.0,completed,TXN-003124-8762,2024-02-28 17:04:00,2024-02-28 17:04:00
3125,3125,7957,cash,47.52,completed,TXN-003125-7227,2024-12-13 18:54:00,2024-12-13 18:54:00
3126,3126,8982,credit_card,45.56,completed,TXN-003126-3847,2024-09-28 11:34:00,2024-09-28 11:34:00
3127,3127,8158,cash,34.79,completed,TXN-003127-7458,2024-09-28 11:34:00,2024-09-28 11:34:00
3128,3128,8019,google_pay,38.82,completed,TXN-003128-4166,2024-09-15 15:52:00,2024-09-15 15:52:00
3129,3129,4859,google_pay,81.77,completed,TXN-003129-2196,2024-10-20 13:08:00,2024-10-20 13:08:00
3130,3130,9623,cash,5.0,completed,TXN-003130-9335,2024-05-11 02:34:00,2024-05-11 02:34:00
3131,3131,3912,debit_card,24.24,completed,TXN-003131-1582,2024-05-22 15:33:00,2024-05-22 15:33:00
3132,3132,6901,credit_card,99.03,completed,TXN-003132-7646,2024-05-10 20:01:00,2024-05-10 20:01:00
3133,3133,6484,apple_pay,26.44,completed,TXN-003133-5050,2024-06-02 17:12:00,2024-06-02 17:12:00
3134,3134,9791,apple_pay,71.59,completed,TXN-003134-9593,2024-08-03 12:37:00,2024-08-03 12:37:00
3135,3135,5713,apple_pay,29.82,completed,TXN-003135-4928,2024-01-25 06:27:00,2024-01-25 06:27:00
3136,3136,8699,debit_card,26.26,completed,TXN-003136-3149,2024-08-13 05:52:00,2024-08-13 05:52:00
3137,3137,6885,cash,84.46,completed,TXN-003137-9730,2024-03-26 20:26:00,2024-03-26 20:26:00
3138,3138,7125,cash,18.74,completed,TXN-003138-5922,2024-07-13 01:15:00,2024-07-13 01:15:00
3139,3139,5253,credit_card,49.29,completed,TXN-003139-3259,2024-08-22 02:03:00,2024-08-22 02:03:00
3140,3140,6731,credit_card,76.36,completed,TXN-003140-2663,2024-08-03 12:03:00,2024-08-03 12:03:00
3141,3141,5907,apple_pay,56.1,completed,TXN-003141-5393,2024-04-26 11:29:00,2024-04-26 11:29:00
3142,3142,8287,debit_card,86.02,completed,TXN-003142-5471,2024-03-21 23:41:00,2024-03-21 23:41:00
3143,3143,8420,credit_card,44.42,completed,TXN-003143-1809,2024-03-21 09:03:00,2024-03-21 09:03:00
3144,3144,3390,debit_card,33.83,completed,TXN-003144-2954,2024-05-18 06:32:00,2024-05-18 06:32:00
3145,3145,2599,credit_card,20.29,completed,TXN-003145-2034,2024-03-09 02:09:00,2024-03-09 02:09:00
3146,3146,7547,credit_card,62.92,completed,TXN-003146-7217,2024-07-12 07:47:00,2024-07-12 07:47:00
3147,3147,9994,apple_pay,5.0,completed,TXN-003147-4429,2024-10-23 02:41:00,2024-10-23 02:41:00
3148,3148,5022,apple_pay,5.0,completed,TXN-003148-1098,2024-03-25 08:32:00,2024-03-25 08:32:00
3149,3149,7563,credit_card,17.04,completed,TXN-003149-5018,2024-08-09 08:14:00,2024-08-09 08:14:00
3150,3150,8974,debit_card,42.17,completed,TXN-003150-2040,2024-05-15 22:13:00,2024-05-15 22:13:00
3151,3151,4022,apple_pay,10.49,completed,TXN-003151-5007,2024-02-27 17:02:00,2024-02-27 17:02:00
3152,3152,9140,credit_card,24.09,completed,TXN-003152-2264,2024-05-15 20:59:00,2024-05-15 20:59:00
3153,3153,3091,cash,98.31,completed,TXN-003153-8605,2024-04-15 06:28:00,2024-04-15 06:28:00
3154,3154,5100,apple_pay,26.08,completed,TXN-003154-5754,2024-11-18 17:20:00,2024-11-18 17:20:00
3155,3155,8180,debit_card,26.01,completed,TXN-003155-1198,2024-10-15 13:41:00,2024-10-15 13:41:00
3156,3156,9051,cash,36.82,completed,TXN-003156-8297,2024-10-07 17:08:00,2024-10-07 17:08:00
3157,3157,6765,debit_card,13.92,completed,TXN-003157-3913,2024-05-10 03:59:00,2024-05-10 03:59:00
3158,3158,4098,google_pay,51.3,completed,TXN-003158-8824,2024-09-19 01:14:00,2024-09-19 01:14:00
3159,3159,5796,google_pay,98.96,completed,TXN-003159-2956,2024-11-13 18:49:00,2024-11-13 18:49:00
3160,3160,9191,google_pay,36.5,completed,TXN-003160-9550,2024-10-14 15:08:00,2024-10-14 15:08:00
3161,3161,9626,apple_pay,35.74,completed,TXN-003161-5163,2024-03-17 16:36:00,2024-03-17 16:36:00
3162,3162,9192,google_pay,34.73,completed,TXN-003162-5085,2024-04-15 05:42:00,2024-04-15 05:42:00
3163,3163,3769,google_pay,57.6,completed,TXN-003163-8376,2024-05-24 14:44:00,2024-05-24 14:44:00
3164,3164,4675,credit_card,42.52,completed,TXN-003164-8516,2024-10-26 03:27:00,2024-10-26 03:27:00
3165,3165,2872,cash,31.11,completed,TXN-003165-7661,2024-07-23 16:57:00,2024-07-23 16:57:00
3166,3166,3023,credit_card,41.65,completed,TXN-003166-7544,2024-06-28 07:33:00,2024-06-28 07:33:00
3167,3167,7692,debit_card,55.52,completed,TXN-003167-7203,2024-02-24 02:30:00,2024-02-24 02:30:00
3168,3168,6405,credit_card,0.0,failed,TXN-003168-1312,2024-09-25 11:48:00,2024-09-25 11:48:00
3169,3169,7208,apple_pay,24.18,completed,TXN-003169-1596,2024-04-05 16:43:00,2024-04-05 16:43:00
3170,3170,7615,google_pay,18.96,completed,TXN-003170-4231,2024-07-19 18:23:00,2024-07-19 18:23:00
3171,3171,7766,google_pay,46.89,completed,TXN-003171-6407,2024-06-13 21:57:00,2024-06-13 21:57:00
3172,3172,9011,apple_pay,58.5,completed,TXN-003172-1052,2024-12-19 12:25:00,2024-12-19 12:25:00
3173,3173,9786,cash,5.0,completed,TXN-003173-8906,2024-09-01 23:19:00,2024-09-01 23:19:00
3174,3174,8725,cash,16.8,completed,TXN-003174-3734,2024-03-02 14:11:00,2024-03-02 14:11:00
3175,3175,7766,apple_pay,24.18,completed,TXN-003175-7496,2024-08-22 05:46:00,2024-08-22 05:46:00
3176,3176,2904,cash,41.8,completed,TXN-003176-8680,2024-03-06 03:14:00,2024-03-06 03:14:00
3177,3177,4994,cash,76.5,completed,TXN-003177-7493,2024-01-13 03:56:00,2024-01-13 03:56:00
3178,3178,5661,credit_card,22.61,completed,TXN-003178-8407,2024-10-01 17:32:00,2024-10-01 17:32:00
3179,3179,6412,cash,59.24,completed,TXN-003179-1115,2024-02-26 00:40:00,2024-02-26 00:40:00
3180,3180,6031,apple_pay,13.55,completed,TXN-003180-5911,2024-11-10 13:56:00,2024-11-10 13:56:00
3181,3181,8457,apple_pay,89.45,completed,TXN-003181-9846,2024-06-18 01:30:00,2024-06-18 01:30:00
3182,3182,6602,credit_card,16.7,completed,TXN-003182-5959,2024-10-23 07:04:00,2024-10-23 07:04:00
3183,3183,5538,cash,38.68,completed,TXN-003183-5085,2024-03-05 08:42:00,2024-03-05 08:42:00
3184,3184,6679,debit_card,14.41,completed,TXN-003184-9571,2024-12-06 00:31:00,2024-12-06 00:31:00
3185,3185,5359,debit_card,18.6,completed,TXN-003185-9812,2024-03-03 01:54:00,2024-03-03 01:54:00
3186,3186,7605,apple_pay,14.08,completed,TXN-003186-9942,2024-07-08 01:11:00,2024-07-08 01:11:00
3187,3187,4851,cash,22.47,completed,TXN-003187-1311,2024-01-16 20:46:00,2024-01-16 20:46:00
3188,3188,5073,cash,24.49,completed,TXN-003188-7634,2024-07-22 19:38:00,2024-07-22 19:38:00
3189,3189,8684,apple_pay,58.78,completed,TXN-003189-6353,2024-08-08 03:06:00,2024-08-08 03:06:00
3190,3190,8757,debit_card,12.92,completed,TXN-003190-1891,2024-03-30 13:16:00,2024-03-30 13:16:00
3191,3191,7895,debit_card,47.69,completed,TXN-003191-6020,2024-05-31 17:22:00,2024-05-31 17:22:00
3192,3192,8156,apple_pay,56.59,completed,TXN-003192-4805,2024-04-03 23:08:00,2024-04-03 23:08:00
3193,3193,3006,apple_pay,33.92,completed,TXN-003193-8065,2024-07-09 10:38:00,2024-07-09 10:38:00
3194,3194,2870,google_pay,17.05,completed,TXN-003194-8715,2024-07-17 00:46:00,2024-07-17 00:46:00
3195,3195,7560,apple_pay,30.75,completed,TXN-003195-2660,2024-06-02 07:47:00,2024-06-02 07:47:00
3196,3196,7381,credit_card,14.53,completed,TXN-003196-3433,2024-10-17 16:03:00,2024-10-17 16:03:00
3197,3197,5895,google_pay,61.36,completed,TXN-003197-5637,2024-01-01 21:39:00,2024-01-01 21:39:00
3198,3198,3454,google_pay,51.2,completed,TXN-003198-6412,2024-05-15 18:49:00,2024-05-15 18:49:00
3199,3199,8528,google_pay,10.92,completed,TXN-003199-4281,2024-12-19 21:16:00,2024-12-19 21:16:00
3200,3200,9726,cash,22.08,completed,TXN-003200-3410,2024-11-08 21:26:00,2024-11-08 21:26:00
3201,3201,3367,debit_card,7.2,completed,TXN-003201-2013,2024-12-17 14:14:00,2024-12-17 14:14:00
3202,3202,5688,credit_card,26.38,completed,TXN-003202-6567,2024-05-22 14:11:00,2024-05-22 14:11:00
3203,3203,8566,debit_card,55.23,completed,TXN-003203-4005,2024-09-12 21:40:00,2024-09-12 21:40:00
3204,3204,3199,credit_card,50.84,completed,TXN-003204-8024,2024-10-29 11:54:00,2024-10-29 11:54:00
3205,3205,2712,credit_card,97.64,completed,TXN-003205-4916,2024-09-22 21:22:00,2024-09-22 21:22:00
3206,3206,2729,debit_card,45.95,completed,TXN-003206-6968,2024-06-28 01:25:00,2024-06-28 01:25:00
3207,3207,5028,credit_card,42.33,completed,TXN-003207-8691,2024-06-19 23:26:00,2024-06-19 23:26:00
3208,3208,8648,apple_pay,22.95,completed,TXN-003208-6241,2024-10-27 13:04:00,2024-10-27 13:04:00
3209,3209,9859,credit_card,50.4,completed,TXN-003209-5855,2024-01-13 02:50:00,2024-01-13 02:50:00
3210,3210,7401,apple_pay,75.01,completed,TXN-003210-9212,2024-02-15 03:45:00,2024-02-15 03:45:00
3211,3211,5412,apple_pay,26.2,completed,TXN-003211-7179,2024-12-17 05:36:00,2024-12-17 05:36:00
3212,3212,5544,debit_card,34.91,completed,TXN-003212-4016,2024-11-01 01:40:00,2024-11-01 01:40:00
3213,3213,9295,cash,48.93,completed,TXN-003213-3533,2024-09-15 17:23:00,2024-09-15 17:23:00
3214,3214,8174,cash,5.0,completed,TXN-003214-2240,2024-07-07 22:18:00,2024-07-07 22:18:00
3215,3215,5169,cash,52.69,completed,TXN-003215-4616,2024-03-12 07:36:00,2024-03-12 07:36:00
3216,3216,6838,apple_pay,19.68,completed,TXN-003216-2843,2024-10-04 04:13:00,2024-10-04 04:13:00
3217,3217,4890,apple_pay,23.74,completed,TXN-003217-7593,2024-11-30 12:21:00,2024-11-30 12:21:00
3218,3218,3170,cash,66.5,completed,TXN-003218-9454,2024-04-29 13:30:00,2024-04-29 13:30:00
3219,3219,5485,google_pay,10.95,completed,TXN-003219-3054,2024-02-01 08:29:00,2024-02-01 08:29:00
3220,3220,3793,cash,82.76,completed,TXN-003220-9180,2024-12-10 03:08:00,2024-12-10 03:08:00
3221,3221,2567,credit_card,106.51,completed,TXN-003221-8891,2024-01-19 09:08:00,2024-01-19 09:08:00
3222,3222,6975,cash,99.76,completed,TXN-003222-2087,2024-04-27 17:17:00,2024-04-27 17:17:00
3223,3223,5854,apple_pay,40.77,completed,TXN-003223-8244,2024-10-07 07:26:00,2024-10-07 07:26:00
3224,3224,3644,apple_pay,13.81,completed,TXN-003224-2740,2024-01-02 22:36:00,2024-01-02 22:36:00
3225,3225,7748,apple_pay,56.35,completed,TXN-003225-8461,2024-10-01 11:28:00,2024-10-01 11:28:00
3226,3226,8106,google_pay,72.79,completed,TXN-003226-1618,2024-08-24 01:03:00,2024-08-24 01:03:00
3227,3227,3535,credit_card,42.78,completed,TXN-003227-4015,2024-12-04 23:24:00,2024-12-04 23:24:00
3228,3228,8948,apple_pay,54.95,completed,TXN-003228-8624,2024-09-16 20:10:00,2024-09-16 20:10:00
3229,3229,6876,debit_card,8.82,completed,TXN-003229-1181,2024-04-04 04:37:00,2024-04-04 04:37:00
3230,3230,4760,google_pay,39.32,completed,TXN-003230-9579,2024-09-12 07:19:00,2024-09-12 07:19:00
3231,3231,6550,cash,21.56,completed,TXN-003231-2651,2024-02-29 04:53:00,2024-02-29 04:53:00
3232,3232,3408,debit_card,16.42,completed,TXN-003232-5195,2024-09-17 05:07:00,2024-09-17 05:07:00
3233,3233,6097,google_pay,62.89,completed,TXN-003233-2570,2024-10-01 11:48:00,2024-10-01 11:48:00
3234,3234,5317,google_pay,94.96,completed,TXN-003234-7551,2024-09-19 13:21:00,2024-09-19 13:21:00
3235,3235,4202,apple_pay,13.17,completed,TXN-003235-6172,2024-09-13 07:02:00,2024-09-13 07:02:00
3236,3236,5359,debit_card,56.42,completed,TXN-003236-8092,2024-07-04 01:46:00,2024-07-04 01:46:00
3237,3237,8995,google_pay,17.79,completed,TXN-003237-2051,2024-02-28 07:52:00,2024-02-28 07:52:00
3238,3238,2931,cash,14.71,completed,TXN-003238-9158,2024-04-10 03:48:00,2024-04-10 03:48:00
3239,3239,4493,cash,34.34,completed,TXN-003239-6079,2024-11-18 08:14:00,2024-11-18 08:14:00
3240,3240,8793,debit_card,0.0,failed,TXN-003240-4361,2024-10-20 15:56:00,2024-10-20 15:56:00
3241,3241,9469,apple_pay,17.59,completed,TXN-003241-3313,2024-04-20 04:52:00,2024-04-20 04:52:00
3242,3242,5935,debit_card,109.37,completed,TXN-003242-8982,2024-06-28 14:59:00,2024-06-28 14:59:00
3243,3243,5461,apple_pay,38.49,completed,TXN-003243-9741,2024-07-28 04:02:00,2024-07-28 04:02:00
3244,3244,6487,google_pay,22.33,completed,TXN-003244-9303,2024-01-27 17:48:00,2024-01-27 17:48:00
3245,3245,7950,apple_pay,27.8,completed,TXN-003245-6485,2024-01-06 15:11:00,2024-01-06 15:11:00
3246,3246,4901,apple_pay,10.6,completed,TXN-003246-6821,2024-07-08 23:08:00,2024-07-08 23:08:00
3247,3247,6892,credit_card,93.66,completed,TXN-003247-3441,2024-11-13 17:36:00,2024-11-13 17:36:00
3248,3248,5168,debit_card,92.71,completed,TXN-003248-9890,2024-06-08 08:52:00,2024-06-08 08:52:00
3249,3249,6479,cash,54.49,completed,TXN-003249-7449,2024-03-27 00:57:00,2024-03-27 00:57:00
3250,3250,8015,cash,26.31,completed,TXN-003250-4259,2024-08-30 04:20:00,2024-08-30 04:20:00
3251,3251,7850,apple_pay,20.77,completed,TXN-003251-7188,2024-10-24 13:57:00,2024-10-24 13:57:00
3252,3252,2805,google_pay,16.17,completed,TXN-003252-4544,2024-02-01 04:12:00,2024-02-01 04:12:00
3253,3253,9806,apple_pay,5.0,completed,TXN-003253-8672,2024-04-16 21:46:00,2024-04-16 21:46:00
3254,3254,5258,google_pay,22.65,completed,TXN-003254-4600,2024-03-15 07:35:00,2024-03-15 07:35:00
3255,3255,4954,google_pay,15.33,completed,TXN-003255-4897,2024-05-08 03:43:00,2024-05-08 03:43:00
3256,3256,7478,cash,28.1,completed,TXN-003256-4768,2024-12-10 23:40:00,2024-12-10 23:40:00
3257,3257,3352,google_pay,32.05,completed,TXN-003257-6304,2024-10-17 02:23:00,2024-10-17 02:23:00
3258,3258,3187,credit_card,23.2,completed,TXN-003258-4553,2024-11-21 20:27:00,2024-11-21 20:27:00
3259,3259,9428,apple_pay,7.53,completed,TXN-003259-9762,2024-04-19 12:26:00,2024-04-19 12:26:00
3260,3260,4241,credit_card,74.09,completed,TXN-003260-8323,2024-02-22 14:39:00,2024-02-22 14:39:00
3261,3261,6553,google_pay,38.22,completed,TXN-003261-5638,2024-10-15 14:10:00,2024-10-15 14:10:00
3262,3262,5565,apple_pay,36.52,completed,TXN-003262-7380,2024-03-21 10:30:00,2024-03-21 10:30:00
3263,3263,7954,cash,76.57,completed,TXN-003263-3620,2024-05-11 06:38:00,2024-05-11 06:38:00
3264,3264,2544,credit_card,92.9,completed,TXN-003264-6771,2024-05-18 03:48:00,2024-05-18 03:48:00
3265,3265,5589,credit_card,56.5,completed,TXN-003265-5911,2024-12-13 18:05:00,2024-12-13 18:05:00
3266,3266,3308,credit_card,38.04,completed,TXN-003266-3865,2024-12-11 18:35:00,2024-12-11 18:35:00
3267,3267,8877,credit_card,13.89,completed,TXN-003267-7408,2024-11-19 02:38:00,2024-11-19 02:38:00
3268,3268,7126,debit_card,46.49,completed,TXN-003268-4131,2024-03-24 06:16:00,2024-03-24 06:16:00
3269,3269,3866,cash,45.42,completed,TXN-003269-1097,2024-06-22 17:20:00,2024-06-22 17:20:00
3270,3270,2581,credit_card,13.27,completed,TXN-003270-7839,2024-01-29 22:02:00,2024-01-29 22:02:00
3271,3271,8351,apple_pay,21.13,completed,TXN-003271-3465,2024-05-16 07:48:00,2024-05-16 07:48:00
3272,3272,2801,apple_pay,24.89,completed,TXN-003272-9527,2024-09-29 15:51:00,2024-09-29 15:51:00
3273,3273,5880,apple_pay,41.5,completed,TXN-003273-5341,2024-03-30 12:46:00,2024-03-30 12:46:00
3274,3274,4985,debit_card,5.0,completed,TXN-003274-9876,2024-09-14 03:16:00,2024-09-14 03:16:00
3275,3275,6379,credit_card,67.58,completed,TXN-003275-1229,2024-09-19 15:04:00,2024-09-19 15:04:00
3276,3276,6615,cash,86.71,completed,TXN-003276-2997,2024-06-04 07:15:00,2024-06-04 07:15:00
3277,3277,3402,google_pay,48.68,completed,TXN-003277-1510,2024-01-24 21:23:00,2024-01-24 21:23:00
3278,3278,3528,cash,61.62,completed,TXN-003278-5371,2024-06-24 12:25:00,2024-06-24 12:25:00
3279,3279,5604,apple_pay,111.08,completed,TXN-003279-6780,2024-08-20 22:20:00,2024-08-20 22:20:00
3280,3280,9564,credit_card,5.0,completed,TXN-003280-7065,2024-05-15 15:14:00,2024-05-15 15:14:00
3281,3281,2989,apple_pay,37.16,completed,TXN-003281-7937,2024-10-12 21:23:00,2024-10-12 21:23:00
3282,3282,3358,credit_card,7.7,completed,TXN-003282-1032,2024-04-17 03:27:00,2024-04-17 03:27:00
3283,3283,8177,cash,13.83,completed,TXN-003283-2783,2024-04-25 02:06:00,2024-04-25 02:06:00
3284,3284,9307,credit_card,24.78,completed,TXN-003284-1097,2024-10-23 07:11:00,2024-10-23 07:11:00
3285,3285,4880,google_pay,59.78,completed,TXN-003285-2242,2024-07-03 01:12:00,2024-07-03 01:12:00
3286,3286,9020,debit_card,21.91,completed,TXN-003286-3064,2024-03-21 19:08:00,2024-03-21 19:08:00
3287,3287,8274,debit_card,82.32,completed,TXN-003287-8422,2024-09-17 03:49:00,2024-09-17 03:49:00
3288,3288,8474,cash,54.41,completed,TXN-003288-2394,2024-06-06 06:19:00,2024-06-06 06:19:00
3289,3289,6202,google_pay,110.96,completed,TXN-003289-1944,2024-12-24 11:20:00,2024-12-24 11:20:00
3290,3290,4256,google_pay,46.99,completed,TXN-003290-3448,2024-07-14 10:05:00,2024-07-14 10:05:00
3291,3291,5574,google_pay,56.18,completed,TXN-003291-6637,2024-05-18 21:34:00,2024-05-18 21:34:00
3292,3292,6612,apple_pay,40.72,completed,TXN-003292-6474,2024-01-21 01:06:00,2024-01-21 01:06:00
3293,3293,9139,cash,18.25,completed,TXN-003293-6630,2024-02-10 14:31:00,2024-02-10 14:31:00
3294,3294,5875,credit_card,48.61,completed,TXN-003294-9833,2024-11-23 07:06:00,2024-11-23 07:06:00
3295,3295,7945,debit_card,12.29,completed,TXN-003295-6671,2024-05-18 05:40:00,2024-05-18 05:40:00
3296,3296,5813,debit_card,77.57,completed,TXN-003296-8736,2024-08-26 13:52:00,2024-08-26 13:52:00
3297,3297,8119,cash,32.12,completed,TXN-003297-9456,2024-09-06 16:07:00,2024-09-06 16:07:00
3298,3298,8715,apple_pay,52.85,completed,TXN-003298-2406,2024-12-16 08:38:00,2024-12-16 08:38:00
3299,3299,9694,cash,81.46,completed,TXN-003299-4781,2024-04-05 13:10:00,2024-04-05 13:10:00
3300,3300,4491,cash,0.0,failed,TXN-003300-8750,2024-06-24 21:00:00,2024-06-24 21:00:00
3301,3301,7297,google_pay,5.0,completed,TXN-003301-7597,2024-05-18 17:00:00,2024-05-18 17:00:00
3302,3302,9630,cash,60.9,completed,TXN-003302-4338,2024-07-04 18:56:00,2024-07-04 18:56:00
3303,3303,3301,google_pay,35.8,completed,TXN-003303-3882,2024-06-01 15:58:00,2024-06-01 15:58:00
3304,3304,5563,credit_card,55.36,completed,TXN-003304-2034,2024-04-11 09:13:00,2024-04-11 09:13:00
3305,3305,6577,credit_card,78.57,completed,TXN-003305-1936,2024-08-19 15:19:00,2024-08-19 15:19:00
3306,3306,6668,cash,65.55,completed,TXN-003306-9640,2024-04-29 13:26:00,2024-04-29 13:26:00
3307,3307,2562,credit_card,26.52,completed,TXN-003307-5815,2024-06-27 13:49:00,2024-06-27 13:49:00
3308,3308,2717,google_pay,39.26,completed,TXN-003308-1137,2024-10-06 11:31:00,2024-10-06 11:31:00
3309,3309,9660,apple_pay,10.37,completed,TXN-003309-5791,2024-12-25 06:08:00,2024-12-25 06:08:00
3310,3310,4678,credit_card,29.43,completed,TXN-003310-5748,2024-02-05 07:10:00,2024-02-05 07:10:00
3311,3311,8713,google_pay,5.0,completed,TXN-003311-3520,2024-06-07 12:43:00,2024-06-07 12:43:00
3312,3312,3158,debit_card,68.88,completed,TXN-003312-4367,2024-03-15 06:22:00,2024-03-15 06:22:00
