rating_id,ride_id,rider_id,driver_id,rating,comment,rated_at,created_at
2983,2983,4415,322,5,Best ride of the week!,2024-04-01 00:04:00,2024-04-01 00:04:00
2984,2984,3609,1464,4,"Decent driver, took a good route.",2024-01-24 01:00:00,2024-01-24 01:00:00
2985,2985,3155,385,5,"Excellent driving, pleasant conversation.",2024-08-31 10:23:00,2024-08-31 10:23:00
2986,2986,3171,2339,1,Will not ride again.,2024-12-10 15:55:00,2024-12-10 15:55:00
2987,2987,7706,532,4,"Decent driver, took a good route.",2024-07-23 09:26:00,2024-07-23 09:26:00
2988,2988,6646,407,5,Great driver and smooth ride!,2024-07-19 14:51:00,2024-07-19 14:51:00
2989,2989,5786,1797,5,Great driver and smooth ride!,2024-04-11 16:22:00,2024-04-11 16:22:00
2990,2990,9712,1423,5,"Excellent driving, pleasant conversation.",2024-05-24 22:28:00,2024-05-24 22:28:00
2991,2991,9791,1756,1,Ride was cancelled.,2024-07-26 09:21:00,2024-07-26 09:21:00
2992,2992,6663,704,5,Great driver and smooth ride!,2024-02-22 15:06:00,2024-02-22 15:06:00
2993,2993,2840,1968,4,"Decent driver, took a good route.",2024-03-23 23:36:00,2024-03-23 23:36:00
2994,2994,2940,1011,5,Quick pickup and very safe driving.,2024-08-16 20:48:00,2024-08-16 20:48:00
2995,2995,2547,525,5,Great driver and smooth ride!,2024-04-23 04:26:00,2024-04-23 04:26:00
2996,2996,5308,911,5,"Excellent driving, pleasant conversation.",2024-10-08 09:42:00,2024-10-08 09:42:00
2997,2997,8999,1444,4,Pleasant trip.,2024-11-05 20:20:00,2024-11-05 20:20:00
2998,2998,6893,1028,5,Best ride of the week!,2024-04-25 22:46:00,2024-04-25 22:46:00
2999,2999,3401,583,5,Best ride of the week!,2024-11-14 21:40:00,2024-11-14 21:40:00
3000,3000,3863,750,5,Quick pickup and very safe driving.,2024-09-08 00:47:00,2024-09-08 00:47:00
3001,3001,6003,53,5,Very polite and clean vehicle.,2024-11-06 09:12:00,2024-11-06 09:12:00
3002,3002,9907,1726,2,Air conditioning wasn't working.,2024-10-14 00:15:00,2024-10-14 00:15:00
3003,3003,5886,1092,4,"Good ride overall, arrived safely.",2024-07-12 16:00:00,2024-07-12 16:00:00
3004,3004,5186,100,4,Pleasant trip.,2024-04-27 23:30:00,2024-04-27 23:30:00
3005,3005,7626,763,5,Quick pickup and very safe driving.,2024-01-13 13:24:00,2024-01-13 13:24:00
3006,3006,7534,707,2,Air conditioning wasn't working.,2024-03-25 10:19:00,2024-03-25 10:19:00
3007,3007,7417,2382,4,Pleasant trip.,2024-05-24 05:51:00,2024-05-24 05:51:00
3008,3008,8547,1849,5,Quick pickup and very safe driving.,2024-03-04 16:11:00,2024-03-04 16:11:00
3009,3009,6849,11,2,Driver was somewhat distracted.,2024-10-12 05:21:00,2024-10-12 05:21:00
3010,3010,7658,1572,5,Best ride of the week!,2024-05-20 07:19:00,2024-05-20 07:19:00
3011,3011,4232,2367,5,Quick pickup and very safe driving.,2024-01-04 10:15:00,2024-01-04 10:15:00
3012,3012,6515,1065,5,Very polite and clean vehicle.,2024-05-09 05:52:00,2024-05-09 05:52:00
3013,3013,5234,1986,5,Best ride of the week!,2024-01-19 01:57:00,2024-01-19 01:57:00
3014,3014,5660,142,5,Very polite and clean vehicle.,2024-02-04 22:43:00,2024-02-04 22:43:00
3015,3015,9166,1821,5,Best ride of the week!,2024-08-19 21:09:00,2024-08-19 21:09:00
3016,3016,3496,367,5,Very polite and clean vehicle.,2024-03-20 09:50:00,2024-03-20 09:50:00
3017,3017,9339,2439,5,Best ride of the week!,2024-01-05 08:20:00,2024-01-05 08:20:00
3018,3018,7733,2500,5,Very polite and clean vehicle.,2024-06-10 23:37:00,2024-06-10 23:37:00
3019,3019,3275,807,5,Quick pickup and very safe driving.,2024-12-11 06:23:00,2024-12-11 06:23:00
3020,3020,9704,2252,5,Quick pickup and very safe driving.,2024-11-06 14:00:00,2024-11-06 14:00:00
3021,3021,5913,1581,5,Great driver and smooth ride!,2024-02-10 17:26:00,2024-02-10 17:26:00
3022,3022,7492,1237,2,Driver was somewhat distracted.,2024-04-02 04:44:00,2024-04-02 04:44:00
3023,3023,9004,767,3,Ride was cancelled.,2024-06-02 07:14:00,2024-06-02 07:14:00
3024,3024,3684,960,1,Will not ride again.,2024-10-14 00:56:00,2024-10-14 00:56:00
3025,3025,4850,1,4,"Car was very clean, slight delay due to traffic.",2024-03-19 16:26:00,2024-03-19 16:26:00
3026,3026,4750,2074,5,Great driver and smooth ride!,2024-12-17 04:57:00,2024-12-17 04:57:00
3027,3027,4124,2417,2,Late pickup.,2024-10-05 04:02:00,2024-10-05 04:02:00
3028,3028,9339,1695,5,Very polite and clean vehicle.,2024-01-13 21:09:00,2024-01-13 21:09:00
3029,3029,6012,1304,5,Quick pickup and very safe driving.,2024-10-13 00:16:00,2024-10-13 00:16:00
3030,3030,8999,447,1,Will not ride again.,2024-03-23 16:02:00,2024-03-23 16:02:00
3031,3031,3399,1368,5,"Excellent driving, pleasant conversation.",2024-06-21 22:12:00,2024-06-21 22:12:00
3032,3032,6136,701,5,Great driver and smooth ride!,2024-05-11 11:02:00,2024-05-11 11:02:00
3033,3033,3192,1590,5,Best ride of the week!,2024-04-06 06:36:00,2024-04-06 06:36:00
3034,3034,8462,1041,5,Very polite and clean vehicle.,2024-02-05 08:31:00,2024-02-05 08:31:00
3035,3035,9602,1831,4,Pleasant trip.,2024-04-07 08:45:00,2024-04-07 08:45:00
3036,3036,7611,1173,3,Driver took a longer route.,2024-11-06 21:37:00,2024-11-06 21:37:00
3037,3037,4878,1766,3,Driver took a longer route.,2024-04-20 13:59:00,2024-04-20 13:59:00
3038,3038,5189,524,5,Quick pickup and very safe driving.,2024-09-29 10:37:00,2024-09-29 10:37:00
3039,3039,6870,559,5,Great driver and smooth ride!,2024-11-23 10:53:00,2024-11-23 10:53:00
3040,3040,4894,484,5,Best ride of the week!,2024-09-20 00:27:00,2024-09-20 00:27:00
3041,3041,8370,2237,4,"Decent driver, took a good route.",2024-06-02 17:30:00,2024-06-02 17:30:00
3042,3042,8308,984,5,Great driver and smooth ride!,2024-12-12 18:36:00,2024-12-12 18:36:00
3043,3043,6392,949,5,Very polite and clean vehicle.,2024-01-07 20:05:00,2024-01-07 20:05:00
3044,3044,4065,1682,4,"Car was very clean, slight delay due to traffic.",2024-03-07 23:45:00,2024-03-07 23:45:00
3045,3045,3958,1164,5,Very polite and clean vehicle.,2024-04-22 22:29:00,2024-04-22 22:29:00
3046,3046,9881,1778,5,"Excellent driving, pleasant conversation.",2024-06-27 01:26:00,2024-06-27 01:26:00
3047,3047,8477,1050,5,Quick pickup and very safe driving.,2024-04-28 18:01:00,2024-04-28 18:01:00
3048,3048,3978,11,5,Quick pickup and very safe driving.,2024-03-06 10:17:00,2024-03-06 10:17:00
3049,3049,6864,851,4,"Good ride overall, arrived safely.",2024-11-02 10:46:00,2024-11-02 10:46:00
3050,3050,9975,814,5,Best ride of the week!,2024-05-14 02:23:00,2024-05-14 02:23:00
3051,3051,4657,968,3,Ride was cancelled.,2024-08-17 13:25:00,2024-08-17 13:25:00
3052,3052,9898,371,4,"Good ride overall, arrived safely.",2024-12-28 17:04:00,2024-12-28 17:04:00
3053,3053,4517,2293,5,Very polite and clean vehicle.,2024-05-04 19:59:00,2024-05-04 19:59:00
3054,3054,8270,418,5,"Excellent driving, pleasant conversation.",2024-08-30 13:07:00,2024-08-30 13:07:00
3055,3055,4431,577,4,"Decent driver, took a good route.",2024-01-03 07:05:00,2024-01-03 07:05:00
3056,3056,5276,542,1,Will not ride again.,2024-08-10 08:08:00,2024-08-10 08:08:00
3057,3057,5192,760,3,Driver took a longer route.,2024-03-11 06:58:00,2024-03-11 06:58:00
3058,3058,9153,2435,4,"Car was very clean, slight delay due to traffic.",2024-12-09 05:54:00,2024-12-09 05:54:00
3059,3059,5059,1162,4,"Car was very clean, slight delay due to traffic.",2024-06-11 05:28:00,2024-06-11 05:28:00
3060,3060,8113,2419,3,Car could have been cleaner.,2024-08-01 12:55:00,2024-08-01 12:55:00
3061,3061,3452,1100,5,Very polite and clean vehicle.,2024-11-29 18:21:00,2024-11-29 18:21:00
3062,3062,7632,1012,5,Best ride of the week!,2024-10-31 07:29:00,2024-10-31 07:29:00
3063,3063,4414,1000,5,Quick pickup and very safe driving.,2024-08-08 14:03:00,2024-08-08 14:03:00
3064,3064,7406,1944,5,"Excellent driving, pleasant conversation.",2024-03-04 09:09:00,2024-03-04 09:09:00
3065,3065,5933,1477,5,"Excellent driving, pleasant conversation.",2024-11-06 00:32:00,2024-11-06 00:32:00
3066,3066,3120,1439,3,"Average experience, driver was okay.",2024-12-25 17:50:00,2024-12-25 17:50:00
3067,3067,5155,694,5,Quick pickup and very safe driving.,2024-12-16 10:50:00,2024-12-16 10:50:00
3068,3068,7650,11,5,Quick pickup and very safe driving.,2024-08-30 02:47:00,2024-08-30 02:47:00
3069,3069,8771,657,5,Very polite and clean vehicle.,2024-12-04 05:43:00,2024-12-04 05:43:00
3070,3070,7004,70,5,"Excellent driving, pleasant conversation.",2024-01-23 16:50:00,2024-01-23 16:50:00
3071,3071,8332,1866,5,Very polite and clean vehicle.,2024-11-04 10:19:00,2024-11-04 10:19:00
3072,3072,3501,1889,3,"Average experience, driver was okay.",2024-06-08 17:49:00,2024-06-08 17:49:00
3073,3073,9279,232,4,"Car was very clean, slight delay due to traffic.",2024-01-19 16:34:00,2024-01-19 16:34:00
3074,3074,6923,1867,5,Great driver and smooth ride!,2024-09-17 17:21:00,2024-09-17 17:21:00
3075,3075,5413,783,2,Air conditioning wasn't working.,2024-11-24 00:55:00,2024-11-24 00:55:00
3076,3076,4693,2496,5,"Excellent driving, pleasant conversation.",2024-05-02 14:24:00,2024-05-02 14:24:00
3077,3077,4131,1750,5,Very polite and clean vehicle.,2024-08-10 18:50:00,2024-08-10 18:50:00
3078,3078,7347,2499,4,"Good ride overall, arrived safely.",2024-03-29 04:12:00,2024-03-29 04:12:00
3079,3079,5451,2430,5,Great driver and smooth ride!,2024-04-29 04:55:00,2024-04-29 04:55:00
3080,3080,4974,915,5,Quick pickup and very safe driving.,2024-03-09 05:55:00,2024-03-09 05:55:00
3081,3081,7879,2251,5,Great driver and smooth ride!,2024-10-03 11:58:00,2024-10-03 11:58:00
3082,3082,3685,2027,2,Ride was cancelled.,2024-07-26 07:16:00,2024-07-26 07:16:00
3083,3083,5980,1976,5,Great driver and smooth ride!,2024-06-11 22:13:00,2024-06-11 22:13:00
3084,3084,6481,1865,5,"Excellent driving, pleasant conversation.",2024-12-03 22:34:00,2024-12-03 22:34:00
3085,3085,8847,1446,5,Great driver and smooth ride!,2024-12-11 19:04:00,2024-12-11 19:04:00
3086,3086,3700,2466,5,Best ride of the week!,2024-03-13 11:05:00,2024-03-13 11:05:00
3087,3087,7544,2007,5,Great driver and smooth ride!,2024-03-18 14:24:00,2024-03-18 14:24:00
3088,3088,3905,2067,4,"Decent driver, took a good route.",2024-10-15 12:40:00,2024-10-15 12:40:00
3089,3089,6338,1087,5,Best ride of the week!,2024-02-02 06:53:00,2024-02-02 06:53:00
3090,3090,6880,1152,5,Great driver and smooth ride!,2024-05-25 05:49:00,2024-05-25 05:49:00
3091,3091,3687,363,4,"Decent driver, took a good route.",2024-11-11 10:33:00,2024-11-11 10:33:00
3092,3092,8192,1789,5,Quick pickup and very safe driving.,2024-08-21 20:38:00,2024-08-21 20:38:00
3093,3093,6519,822,5,Quick pickup and very safe driving.,2024-05-29 22:24:00,2024-05-29 22:24:00
3094,3094,8088,133,3,"Average experience, driver was okay.",2024-07-07 08:59:00,2024-07-07 08:59:00
3095,3095,3716,700,5,"Excellent driving, pleasant conversation.",2024-01-25 06:59:00,2024-01-25 06:59:00
3096,3096,9951,1275,2,Driver was somewhat distracted.,2024-03-12 18:12:00,2024-03-12 18:12:00
3097,3097,7931,2308,5,Quick pickup and very safe driving.,2024-09-25 04:38:00,2024-09-25 04:38:00
3098,3098,8239,1980,1,Ride was cancelled.,2024-04-01 15:03:00,2024-04-01 15:03:00
3099,3099,3698,2209,5,"Excellent driving, pleasant conversation.",2024-07-25 22:38:00,2024-07-25 22:38:00
3100,3100,8989,2492,5,"Excellent driving, pleasant conversation.",2024-01-20 09:53:00,2024-01-20 09:53:00
3101,3101,5136,1472,3,Driver took a longer route.,2024-11-09 11:07:00,2024-11-09 11:07:00
3102,3102,4929,1373,5,Quick pickup and very safe driving.,2024-05-19 03:18:00,2024-05-19 03:18:00
3103,3103,8798,390,4,"Car was very clean, slight delay due to traffic.",2024-11-25 11:23:00,2024-11-25 11:23:00
3104,3104,7645,1883,2,Driver was somewhat distracted.,2024-07-26 16:45:00,2024-07-26 16:45:00
3105,3105,7256,644,3,Car could have been cleaner.,2024-04-27 23:44:00,2024-04-27 23:44:00
3106,3106,5984,1191,3,"Average experience, driver was okay.",2024-07-06 05:43:00,2024-07-06 05:43:00
3107,3107,6720,1059,5,Great driver and smooth ride!,2024-10-02 17:44:00,2024-10-02 17:44:00
3108,3108,9492,539,1,Ride was cancelled.,2024-06-28 19:30:00,2024-06-28 19:30:00
3109,3109,8085,1249,5,"Excellent driving, pleasant conversation.",2024-08-13 14:01:00,2024-08-13 14:01:00
3110,3110,6070,473,1,Will not ride again.,2024-04-01 15:56:00,2024-04-01 15:56:00
3111,3111,3214,994,5,Great driver and smooth ride!,2024-02-01 14:11:00,2024-02-01 14:11:00
3112,3112,6902,1997,5,Great driver and smooth ride!,2024-07-14 09:42:00,2024-07-14 09:42:00
3113,3113,8200,1143,5,Quick pickup and very safe driving.,2024-11-08 09:15:00,2024-11-08 09:15:00
3114,3114,9469,707,5,Very polite and clean vehicle.,2024-03-30 11:58:00,2024-03-30 11:58:00
3115,3115,6202,2135,5,Great driver and smooth ride!,2024-04-19 12:02:00,2024-04-19 12:02:00
3116,3116,2991,1439,2,Late pickup.,2024-07-10 02:00:00,2024-07-10 02:00:00
3117,3117,2920,1563,5,Best ride of the week!,2024-01-01 07:33:00,2024-01-01 07:33:00
3118,3118,6581,280,5,Best ride of the week!,2024-07-02 07:15:00,2024-07-02 07:15:00
3119,3119,6216,743,5,Great driver and smooth ride!,2024-06-07 03:55:00,2024-06-07 03:55:00
3120,3120,9587,957,1,Ride was cancelled.,2024-11-28 02:03:00,2024-11-28 02:03:00
3121,3121,5752,719,5,Quick pickup and very safe driving.,2024-10-22 14:29:00,2024-10-22 14:29:00
3122,3122,4772,688,4,"Car was very clean, slight delay due to traffic.",2024-07-03 03:31:00,2024-07-03 03:31:00
3123,3123,4857,179,5,Quick pickup and very safe driving.,2024-09-24 06:43:00,2024-09-24 06:43:00
3124,3124,9865,2355,2,Ride was cancelled.,2024-02-28 17:23:00,2024-02-28 17:23:00
3125,3125,7957,2452,4,"Decent driver, took a good route.",2024-12-13 19:35:00,2024-12-13 19:35:00
3126,3126,8982,2069,5,"Excellent driving, pleasant conversation.",2024-09-28 12:04:00,2024-09-28 12:04:00
3127,3127,8158,1150,5,Best ride of the week!,2024-09-28 11:48:00,2024-09-28 11:48:00
3128,3128,8019,2427,5,"Excellent driving, pleasant conversation.",2024-09-15 16:06:00,2024-09-15 16:06:00
3129,3129,4859,74,5,Great driver and smooth ride!,2024-10-20 13:31:00,2024-10-20 13:31:00
3130,3130,9623,2253,3,Ride was cancelled.,2024-05-11 03:18:00,2024-05-11 03:18:00
3131,3131,3912,197,5,Quick pickup and very safe driving.,2024-05-22 16:14:00,2024-05-22 16:14:00
3132,3132,6901,963,5,Great driver and smooth ride!,2024-05-10 20:12:00,2024-05-10 20:12:00
3133,3133,6484,1818,5,"Excellent driving, pleasant conversation.",2024-06-02 17:47:00,2024-06-02 17:47:00
3134,3134,9791,1861,4,"Decent driver, took a good route.",2024-08-03 13:11:00,2024-08-03 13:11:00
3135,3135,5713,1919,5,"Excellent driving, pleasant conversation.",2024-01-25 06:54:00,2024-01-25 06:54:00
3136,3136,8699,1995,3,Driver took a longer route.,2024-08-13 06:36:00,2024-08-13 06:36:00
3137,3137,6885,1531,5,"Excellent driving, pleasant conversation.",2024-03-26 20:56:00,2024-03-26 20:56:00
3138,3138,7125,637,5,"Excellent driving, pleasant conversation.",2024-07-13 01:22:00,2024-07-13 01:22:00
3139,3139,5253,1502,5,Best ride of the week!,2024-08-22 02:33:00,2024-08-22 02:33:00
3140,3140,6731,1911,4,"Good ride overall, arrived safely.",2024-08-03 12:45:00,2024-08-03 12:45:00
3141,3141,5907,1266,5,Great driver and smooth ride!,2024-04-26 11:41:00,2024-04-26 11:41:00
3142,3142,8287,1524,3,Driver took a longer route.,2024-03-22 00:20:00,2024-03-22 00:20:00
3143,3143,8420,2050,5,"Excellent driving, pleasant conversation.",2024-03-21 09:05:00,2024-03-21 09:05:00
3144,3144,3390,1448,4,Pleasant trip.,2024-05-18 07:12:00,2024-05-18 07:12:00
3145,3145,2599,2095,5,Best ride of the week!,2024-03-09 02:25:00,2024-03-09 02:25:00
3146,3146,7547,1269,4,"Good ride overall, arrived safely.",2024-07-12 08:19:00,2024-07-12 08:19:00
3147,3147,9994,1533,1,Ride was cancelled.,2024-10-23 03:24:00,2024-10-23 03:24:00
3148,3148,5022,1639,3,Ride was cancelled.,2024-03-25 08:40:00,2024-03-25 08:40:00
3149,3149,7563,2338,5,Very polite and clean vehicle.,2024-08-09 08:28:00,2024-08-09 08:28:00
3150,3150,8974,1805,5,Great driver and smooth ride!,2024-05-15 22:43:00,2024-05-15 22:43:00
3151,3151,4022,780,4,"Good ride overall, arrived safely.",2024-02-27 17:42:00,2024-02-27 17:42:00
3152,3152,9140,2097,3,Car could have been cleaner.,2024-05-15 21:13:00,2024-05-15 21:13:00
3153,3153,3091,155,4,"Good ride overall, arrived safely.",2024-04-15 06:47:00,2024-04-15 06:47:00
3154,3154,5100,1381,5,Quick pickup and very safe driving.,2024-11-18 17:35:00,2024-11-18 17:35:00
3155,3155,8180,738,5,Great driver and smooth ride!,2024-10-15 14:24:00,2024-10-15 14:24:00
3156,3156,9051,781,5,Quick pickup and very safe driving.,2024-10-07 17:47:00,2024-10-07 17:47:00
3157,3157,6765,2480,1,Will not ride again.,2024-05-10 04:25:00,2024-05-10 04:25:00
3158,3158,4098,860,5,Quick pickup and very safe driving.,2024-09-19 01:23:00,2024-09-19 01:23:00
3159,3159,5796,2087,5,Quick pickup and very safe driving.,2024-11-13 19:08:00,2024-11-13 19:08:00
3160,3160,9191,29,4,Pleasant trip.,2024-10-14 15:48:00,2024-10-14 15:48:00
3161,3161,9626,1160,4,"Good ride overall, arrived safely.",2024-03-17 16:41:00,2024-03-17 16:41:00
3162,3162,9192,2135,4,Pleasant trip.,2024-04-15 06:26:00,2024-04-15 06:26:00
3163,3163,3769,2276,5,Quick pickup and very safe driving.,2024-05-24 15:26:00,2024-05-24 15:26:00
3164,3164,4675,1185,4,Pleasant trip.,2024-10-26 03:40:00,2024-10-26 03:40:00
3165,3165,2872,236,5,Quick pickup and very safe driving.,2024-07-23 16:59:00,2024-07-23 16:59:00
3166,3166,3023,1302,5,Great driver and smooth ride!,2024-06-28 07:47:00,2024-06-28 07:47:00
3167,3167,7692,2415,5,Great driver and smooth ride!,2024-02-24 03:09:00,2024-02-24 03:09:00
3168,3168,6405,947,2,Ride was cancelled.,2024-09-25 12:05:00,2024-09-25 12:05:00
3169,3169,7208,2143,5,Very polite and clean vehicle.,2024-04-05 17:09:00,2024-04-05 17:09:00
3170,3170,7615,2073,4,"Good ride overall, arrived safely.",2024-07-19 18:43:00,2024-07-19 18:43:00
3171,3171,7766,2165,4,"Decent driver, took a good route.",2024-06-13 22:17:00,2024-06-13 22:17:00
3172,3172,9011,1883,5,Great driver and smooth ride!,2024-12-19 12:47:00,2024-12-19 12:47:00
3173,3173,9786,1047,1,Ride was cancelled.,2024-09-01 23:21:00,2024-09-01 23:21:00
3174,3174,8725,1516,5,Great driver and smooth ride!,2024-03-02 14:20:00,2024-03-02 14:20:00
3175,3175,7766,98,5,"Excellent driving, pleasant conversation.",2024-08-22 05:49:00,2024-08-22 05:49:00
3176,3176,2904,2319,5,Very polite and clean vehicle.,2024-03-06 03:39:00,2024-03-06 03:39:00
3177,3177,4994,1762,4,Pleasant trip.,2024-01-13 04:03:00,2024-01-13 04:03:00
3178,3178,5661,517,4,"Car was very clean, slight delay due to traffic.",2024-10-01 18:00:00,2024-10-01 18:00:00
3179,3179,6412,465,5,Quick pickup and very safe driving.,2024-02-26 00:52:00,2024-02-26 00:52:00
3180,3180,6031,2132,5,Quick pickup and very safe driving.,2024-11-10 14:00:00,2024-11-10 14:00:00
3181,3181,8457,2171,5,Very polite and clean vehicle.,2024-06-18 02:08:00,2024-06-18 02:08:00
3182,3182,6602,2370,5,Great driver and smooth ride!,2024-10-23 07:24:00,2024-10-23 07:24:00
3183,3183,5538,1587,4,Pleasant trip.,2024-03-05 09:11:00,2024-03-05 09:11:00
3184,3184,6679,1210,5,Very polite and clean vehicle.,2024-12-06 01:03:00,2024-12-06 01:03:00
3185,3185,5359,1874,5,"Excellent driving, pleasant conversation.",2024-03-03 02:14:00,2024-03-03 02:14:00
3186,3186,7605,2395,5,Great driver and smooth ride!,2024-07-08 01:56:00,2024-07-08 01:56:00
3187,3187,4851,175,5,"Excellent driving, pleasant conversation.",2024-01-16 21:31:00,2024-01-16 21:31:00
3188,3188,5073,288,5,Quick pickup and very safe driving.,2024-07-22 20:18:00,2024-07-22 20:18:00
3189,3189,8684,2335,3,Driver took a longer route.,2024-08-08 03:29:00,2024-08-08 03:29:00
3190,3190,8757,1941,5,Great driver and smooth ride!,2024-03-30 13:50:00,2024-03-30 13:50:00
3191,3191,7895,1381,5,Quick pickup and very safe driving.,2024-05-31 17:51:00,2024-05-31 17:51:00
3192,3192,8156,745,5,Quick pickup and very safe driving.,2024-04-03 23:48:00,2024-04-03 23:48:00
3193,3193,3006,499,5,Great driver and smooth ride!,2024-07-09 10:47:00,2024-07-09 10:47:00
3194,3194,2870,2036,4,"Decent driver, took a good route.",2024-07-17 01:08:00,2024-07-17 01:08:00
3195,3195,7560,837,5,Quick pickup and very safe driving.,2024-06-02 08:31:00,2024-06-02 08:31:00
3196,3196,7381,1801,5,Great driver and smooth ride!,2024-10-17 16:16:00,2024-10-17 16:16:00
3197,3197,5895,170,5,Best ride of the week!,2024-01-01 22:20:00,2024-01-01 22:20:00
3198,3198,3454,1758,4,"Decent driver, took a good route.",2024-05-15 19:12:00,2024-05-15 19:12:00
3199,3199,8528,1541,4,Pleasant trip.,2024-12-19 21:46:00,2024-12-19 21:46:00
3200,3200,9726,1820,2,Air conditioning wasn't working.,2024-11-08 21:29:00,2024-11-08 21:29:00
3201,3201,3367,1401,4,Pleasant trip.,2024-12-17 14:35:00,2024-12-17 14:35:00
3202,3202,5688,382,5,Best ride of the week!,2024-05-22 14:43:00,2024-05-22 14:43:00
3203,3203,8566,2311,5,Best ride of the week!,2024-09-12 22:23:00,2024-09-12 22:23:00
3204,3204,3199,900,5,Great driver and smooth ride!,2024-10-29 12:16:00,2024-10-29 12:16:00
3205,3205,2712,2399,5,Quick pickup and very safe driving.,2024-09-22 21:38:00,2024-09-22 21:38:00
3206,3206,2729,813,5,Quick pickup and very safe driving.,2024-06-28 01:29:00,2024-06-28 01:29:00
3207,3207,5028,2403,2,Air conditioning wasn't working.,2024-06-19 23:39:00,2024-06-19 23:39:00
3208,3208,8648,805,5,Quick pickup and very safe driving.,2024-10-27 13:29:00,2024-10-27 13:29:00
3209,3209,9859,1346,5,Very polite and clean vehicle.,2024-01-13 03:29:00,2024-01-13 03:29:00
3210,3210,7401,1053,5,"Excellent driving, pleasant conversation.",2024-02-15 04:15:00,2024-02-15 04:15:00
3211,3211,5412,87,4,"Good ride overall, arrived safely.",2024-12-17 05:50:00,2024-12-17 05:50:00
3212,3212,5544,1611,5,Best ride of the week!,2024-11-01 01:56:00,2024-11-01 01:56:00
3213,3213,9295,966,5,Great driver and smooth ride!,2024-09-15 18:02:00,2024-09-15 18:02:00
3214,3214,8174,281,2,Ride was cancelled.,2024-07-07 22:21:00,2024-07-07 22:21:00
3215,3215,5169,1706,4,"Decent driver, took a good route.",2024-03-12 07:51:00,2024-03-12 07:51:00
3216,3216,6838,381,1,Terrible driving and very late.,2024-10-04 04:50:00,2024-10-04 04:50:00
3217,3217,4890,2228,5,Quick pickup and very safe driving.,2024-11-30 13:01:00,2024-11-30 13:01:00
3218,3218,3170,1634,4,Pleasant trip.,2024-04-29 13:54:00,2024-04-29 13:54:00
3219,3219,5485,764,5,"Excellent driving, pleasant conversation.",2024-02-01 08:39:00,2024-02-01 08:39:00
3220,3220,3793,780,5,Great driver and smooth ride!,2024-12-10 03:25:00,2024-12-10 03:25:00
3221,3221,2567,1601,5,Great driver and smooth ride!,2024-01-19 09:12:00,2024-01-19 09:12:00
3222,3222,6975,1124,5,Quick pickup and very safe driving.,2024-04-27 17:36:00,2024-04-27 17:36:00
3223,3223,5854,1016,4,"Car was very clean, slight delay due to traffic.",2024-10-07 08:10:00,2024-10-07 08:10:00
3224,3224,3644,876,4,"Decent driver, took a good route.",2024-01-02 22:54:00,2024-01-02 22:54:00
3225,3225,7748,2441,5,Quick pickup and very safe driving.,2024-10-01 12:05:00,2024-10-01 12:05:00
3226,3226,8106,1661,5,Great driver and smooth ride!,2024-08-24 01:16:00,2024-08-24 01:16:00
3227,3227,3535,2349,4,"Car was very clean, slight delay due to traffic.",2024-12-04 23:49:00,2024-12-04 23:49:00
3228,3228,8948,965,3,"Average experience, driver was okay.",2024-09-16 20:24:00,2024-09-16 20:24:00
3229,3229,6876,1690,5,Quick pickup and very safe driving.,2024-04-04 05:00:00,2024-04-04 05:00:00
3230,3230,4760,742,5,Great driver and smooth ride!,2024-09-12 07:52:00,2024-09-12 07:52:00
3231,3231,6550,2201,5,Very polite and clean vehicle.,2024-02-29 05:29:00,2024-02-29 05:29:00
3232,3232,3408,344,2,Late pickup.,2024-09-17 05:13:00,2024-09-17 05:13:00
3233,3233,6097,2440,5,Best ride of the week!,2024-10-01 12:24:00,2024-10-01 12:24:00
3234,3234,5317,2466,5,Quick pickup and very safe driving.,2024-09-19 13:44:00,2024-09-19 13:44:00
3235,3235,4202,1098,5,Great driver and smooth ride!,2024-09-13 07:29:00,2024-09-13 07:29:00
3236,3236,5359,71,4,"Decent driver, took a good route.",2024-07-04 02:28:00,2024-07-04 02:28:00
3237,3237,8995,1677,5,Best ride of the week!,2024-02-28 08:13:00,2024-02-28 08:13:00
3238,3238,2931,1553,3,"Average experience, driver was okay.",2024-04-10 04:00:00,2024-04-10 04:00:00
3239,3239,4493,1167,5,Very polite and clean vehicle.,2024-11-18 08:53:00,2024-11-18 08:53:00
3240,3240,8793,38,2,Ride was cancelled.,2024-10-20 16:13:00,2024-10-20 16:13:00
3241,3241,9469,2292,5,"Excellent driving, pleasant conversation.",2024-04-20 05:35:00,2024-04-20 05:35:00
3242,3242,5935,2060,5,"Excellent driving, pleasant conversation.",2024-06-28 15:06:00,2024-06-28 15:06:00
3243,3243,5461,992,5,Quick pickup and very safe driving.,2024-07-28 04:26:00,2024-07-28 04:26:00
3244,3244,6487,505,5,Very polite and clean vehicle.,2024-01-27 17:58:00,2024-01-27 17:58:00
3245,3245,7950,1789,4,"Good ride overall, arrived safely.",2024-01-06 15:26:00,2024-01-06 15:26:00
3246,3246,4901,724,5,Best ride of the week!,2024-07-08 23:47:00,2024-07-08 23:47:00
3247,3247,6892,1075,3,Car could have been cleaner.,2024-11-13 18:08:00,2024-11-13 18:08:00
3248,3248,5168,326,5,Best ride of the week!,2024-06-08 09:31:00,2024-06-08 09:31:00
