vehicle_id,driver_id,make,model,year,license_plate,insurance_provider,color,is_active,created_at
557,557,Hyundai,Sonata,2021,TI37-158-557,TD Insurance,Silver,True,2023-12-11 00:00:00
558,558,Chevrolet,Malibu,2024,UW32-148-558,ICBC,Dark Blue,True,2023-08-09 00:00:00
559,559,Kia,Forte,2021,QC28-579-559,ICBC,Blue,True,2023-09-21 00:00:00
560,560,Tesla,Model 3,2022,AY18-757-560,Desjardins,White,True,2023-05-31 00:00:00
561,561,Subaru,Forester,2022,LC87-152-561,TD Insurance,White,True,2023-12-22 00:00:00
562,562,Hyundai,Sonata,2020,EA57-277-562,Intact Insurance,Dark Blue,True,2022-11-02 00:00:00
563,563,Toyota,Corolla,2021,XK72-969-563,Intact Insurance,Dark Blue,True,2022-09-06 00:00:00
564,564,Chevrolet,Equinox,2021,LW36-323-564,Co-operators,Silver,True,2023-09-11 00:00:00
565,565,Toyota,Camry,2023,YR12-175-565,Desjardins,Grey,True,2022-06-07 00:00:00
566,566,Hyundai,Sonata,2024,SJ73-364-566,Co-operators,Dark Blue,True,2022-08-21 00:00:00
567,567,Toyota,Prius,2020,FK43-856-567,Co-operators,Dark Blue,True,2023-10-12 00:00:00
568,568,Honda,Accord,2021,DR85-669-568,Intact Insurance,Silver,True,2023-03-04 00:00:00
569,569,Ford,Explorer,2024,MS32-273-569,ICBC,Grey,True,2022-09-18 00:00:00
570,570,Nissan,Sentra,2024,RW48-879-570,TD Insurance,Red,True,2022-04-30 00:00:00
571,571,Ford,Fusion,2023,ED70-986-571,TD Insurance,Dark Blue,True,2023-12-10 00:00:00
572,572,Kia,Forte,2023,SW85-472-572,ICBC,Black,True,2023-04-06 00:00:00
573,573,Hyundai,Elantra,2018,II38-888-573,Intact Insurance,Red,True,2023-12-26 00:00:00
574,574,Ford,Explorer,2020,BM41-996-574,Co-operators,Dark Blue,True,2024-01-05 00:00:00
575,575,Nissan,Sentra,2022,BP10-999-575,Intact Insurance,Blue,True,2023-07-10 00:00:00
576,576,Hyundai,Sonata,2018,OH40-682-576,TD Insurance,White,True,2023-03-11 00:00:00
577,577,Toyota,Prius,2024,AY84-107-577,ICBC,White,True,2022-11-12 00:00:00
578,578,Toyota,RAV4,2022,NW75-962-578,Desjardins,Red,True,2023-11-28 00:00:00
579,579,Chevrolet,Malibu,2023,KS18-987-579,Aviva,Red,True,2023-05-08 00:00:00
580,580,Subaru,Forester,2019,MM59-336-580,ICBC,Black,True,2023-10-23 00:00:00
581,581,Subaru,Outback,2018,BS25-612-581,Co-operators,Black,True,2023-08-12 00:00:00
582,582,Hyundai,Elantra,2023,FY22-631-582,ICBC,Dark Blue,True,2024-01-11 00:00:00
583,583,Nissan,Sentra,2018,IU18-728-583,TD Insurance,Red,True,2022-11-06 00:00:00
584,584,Hyundai,Tucson,2024,QM14-562-584,Co-operators,Black,True,2023-07-20 00:00:00
585,585,Tesla,Model Y,2021,KJ56-892-585,Intact Insurance,Grey,True,2023-04-17 00:00:00
586,586,Tesla,Model 3,2021,QV64-661-586,Intact Insurance,Silver,True,2023-08-25 00:00:00
587,587,Ford,Fusion,2023,SB17-188-587,Co-operators,White,True,2023-11-05 00:00:00
588,588,Tesla,Model 3,2022,LS66-788-588,ICBC,Grey,True,2022-06-23 00:00:00
589,589,Subaru,Outback,2024,CH89-291-589,Intact Insurance,Black,True,2023-08-23 00:00:00
590,590,Toyota,Corolla,2023,KS47-498-590,TD Insurance,Blue,True,2023-05-15 00:00:00
591,591,Toyota,Prius,2024,IV70-692-591,TD Insurance,Red,True,2023-11-11 00:00:00
592,592,Honda,CR-V,2022,SE60-710-592,Aviva,Blue,True,2022-07-14 00:00:00
593,593,Hyundai,Elantra,2023,HX57-231-593,ICBC,Red,True,2023-04-09 00:00:00
594,594,Tesla,Model Y,2024,IU17-747-594,Co-operators,Black,True,2023-04-03 00:00:00
595,595,Tesla,Model Y,2020,KH13-416-595,Desjardins,Black,True,2023-01-28 00:00:00
596,596,Tesla,Model Y,2023,HC98-528-596,Co-operators,Grey,True,2023-04-03 00:00:00
597,597,Toyota,Prius,2022,SS89-360-597,Intact Insurance,White,True,2023-05-23 00:00:00
598,598,Kia,Sportage,2024,XI15-242-598,ICBC,Blue,True,2022-07-12 00:00:00
599,599,Ford,Escape,2022,PR91-323-599,Desjardins,White,True,2023-05-04 00:00:00
600,600,Honda,Accord,2018,AA38-786-600,ICBC,Silver,True,2023-09-13 00:00:00
601,601,Subaru,Forester,2020,PE82-222-601,Aviva,Silver,True,2022-07-22 00:00:00
602,602,Nissan,Altima,2023,FD85-641-602,Desjardins,Grey,True,2022-09-03 00:00:00
603,603,Honda,CR-V,2023,AR20-885-603,Co-operators,Grey,True,2022-09-02 00:00:00
604,604,Tesla,Model 3,2021,AP65-190-604,Desjardins,Silver,True,2022-08-20 00:00:00
605,605,Toyota,Corolla,2020,IC52-503-605,ICBC,Red,True,2022-08-28 00:00:00
606,606,Tesla,Model Y,2023,BZ70-258-606,TD Insurance,Red,True,2023-12-11 00:00:00
607,607,Subaru,Outback,2022,US47-685-607,Co-operators,Blue,True,2023-01-20 00:00:00
608,608,Kia,Forte,2018,ZY25-830-608,ICBC,Blue,True,2023-09-26 00:00:00
609,609,Subaru,Outback,2024,FM64-285-609,ICBC,White,True,2023-05-06 00:00:00
610,610,Ford,Explorer,2020,BQ93-525-610,Aviva,Grey,True,2022-05-20 00:00:00
611,611,Toyota,Camry,2024,FX32-696-611,Aviva,Dark Blue,True,2023-08-26 00:00:00
612,612,Toyota,Camry,2019,JS34-454-612,Co-operators,Silver,True,2022-11-14 00:00:00
613,613,Hyundai,Tucson,2018,PM17-591-613,ICBC,Red,True,2023-09-27 00:00:00
614,614,Ford,Fusion,2021,PT87-348-614,TD Insurance,Red,True,2023-10-28 00:00:00
615,615,Subaru,Forester,2018,TL33-145-615,ICBC,Dark Blue,True,2023-10-05 00:00:00
616,616,Hyundai,Sonata,2021,WH46-603-616,TD Insurance,Grey,True,2022-12-30 00:00:00
617,617,Toyota,Prius,2020,JY64-995-617,Desjardins,Red,True,2022-11-20 00:00:00
618,618,Hyundai,Sonata,2023,JW25-727-618,Intact Insurance,Black,True,2022-10-09 00:00:00
619,619,Chevrolet,Equinox,2018,FS18-410-619,Desjardins,Dark Blue,True,2023-11-21 00:00:00
620,620,Hyundai,Tucson,2019,YB66-364-620,ICBC,Black,True,2022-06-19 00:00:00
621,621,Nissan,Altima,2020,TO31-158-621,Aviva,Grey,True,2023-02-26 00:00:00
622,622,Honda,Civic,2019,OC87-241-622,Co-operators,Grey,True,2024-01-15 00:00:00
623,623,Chevrolet,Equinox,2018,OL14-769-623,Intact Insurance,Blue,True,2023-05-12 00:00:00
624,624,Ford,Explorer,2018,QH36-633-624,ICBC,Red,True,2023-10-02 00:00:00
625,625,Toyota,Camry,2021,SZ68-341-625,Desjardins,Blue,True,2022-08-20 00:00:00
626,626,Chevrolet,Malibu,2021,QV88-753-626,Co-operators,Blue,True,2022-07-01 00:00:00
627,627,Kia,Sportage,2021,EG53-286-627,ICBC,Red,True,2023-10-13 00:00:00
628,628,Toyota,Prius,2020,DG65-710-628,ICBC,White,True,2023-09-10 00:00:00
629,629,Ford,Fusion,2018,WA13-283-629,Desjardins,Dark Blue,True,2023-11-24 00:00:00
630,630,Ford,Fusion,2024,OA44-326-630,Intact Insurance,White,True,2023-02-03 00:00:00
631,631,Nissan,Sentra,2024,YW57-164-631,TD Insurance,White,True,2023-10-05 00:00:00
632,632,Chevrolet,Malibu,2024,QY41-282-632,ICBC,Blue,True,2023-12-26 00:00:00
633,633,Ford,Explorer,2023,ZX24-141-633,Aviva,Grey,True,2023-03-06 00:00:00
634,634,Hyundai,Tucson,2023,TR19-218-634,Intact Insurance,Dark Blue,True,2023-10-10 00:00:00
635,635,Toyota,Camry,2022,RC62-546-635,Co-operators,Black,True,2023-10-21 00:00:00
636,636,Subaru,Outback,2022,UT23-832-636,Intact Insurance,White,True,2023-09-13 00:00:00
637,637,Toyota,Prius,2020,PD44-343-637,ICBC,Red,True,2023-02-08 00:00:00
638,638,Toyota,Corolla,2018,ZC53-935-638,Co-operators,Silver,True,2022-05-10 00:00:00
639,639,Kia,Sportage,2024,GG53-727-639,TD Insurance,Dark Blue,True,2023-11-29 00:00:00
640,640,Toyota,Corolla,2018,OB52-421-640,Desjardins,Black,True,2024-01-06 00:00:00
641,641,Ford,Escape,2019,XP67-184-641,ICBC,Grey,True,2023-12-01 00:00:00
642,642,Chevrolet,Malibu,2021,RG17-213-642,TD Insurance,Grey,True,2023-06-17 00:00:00
643,643,Honda,Accord,2021,BT96-359-643,Co-operators,Blue,True,2022-09-07 00:00:00
644,644,Tesla,Model 3,2021,VJ57-351-644,TD Insurance,Blue,True,2023-04-26 00:00:00
645,645,Kia,Forte,2021,TN80-269-645,TD Insurance,Dark Blue,True,2022-06-09 00:00:00
646,646,Tesla,Model 3,2021,TE81-941-646,Intact Insurance,Silver,True,2022-08-10 00:00:00
647,647,Ford,Explorer,2022,UL81-649-647,Co-operators,Red,True,2022-11-20 00:00:00
648,648,Toyota,Corolla,2019,HK16-127-648,Desjardins,Grey,True,2023-05-09 00:00:00
649,649,Nissan,Rogue,2018,BF76-988-649,Aviva,Silver,True,2022-06-11 00:00:00
650,650,Honda,CR-V,2022,IV66-896-650,Intact Insurance,Black,True,2023-06-14 00:00:00
651,651,Chevrolet,Malibu,2023,TP34-896-651,Intact Insurance,Grey,True,2022-12-20 00:00:00
652,652,Ford,Escape,2021,EH99-180-652,Intact Insurance,Red,True,2022-08-12 00:00:00
653,653,Tesla,Model 3,2018,TJ55-955-653,ICBC,Grey,True,2023-04-09 00:00:00
654,654,Kia,Sportage,2018,HA23-269-654,Intact Insurance,Dark Blue,True,2023-09-04 00:00:00
655,655,Hyundai,Elantra,2018,RC58-305-655,Aviva,Blue,True,2022-08-06 00:00:00
656,656,Toyota,RAV4,2018,YK12-237-656,TD Insurance,Dark Blue,True,2022-09-29 00:00:00
657,657,Nissan,Altima,2023,OZ68-898-657,Desjardins,Grey,True,2022-07-05 00:00:00
658,658,Subaru,Forester,2020,RW49-898-658,Desjardins,Grey,True,2022-08-04 00:00:00
659,659,Tesla,Model 3,2019,PG54-674-659,Aviva,Dark Blue,True,2023-10-20 00:00:00
660,660,Kia,Sportage,2019,JG48-638-660,Desjardins,White,True,2023-09-30 00:00:00
661,661,Toyota,Camry,2024,ZQ52-558-661,TD Insurance,White,True,2022-11-13 00:00:00
662,662,Nissan,Rogue,2019,HS20-519-662,Co-operators,Black,True,2022-12-22 00:00:00
663,663,Tesla,Model Y,2020,ZA28-417-663,ICBC,Dark Blue,True,2023-03-28 00:00:00
664,664,Nissan,Altima,2024,YF53-500-664,ICBC,Grey,True,2024-01-13 00:00:00
665,665,Toyota,Corolla,2022,RB60-812-665,Desjardins,Silver,True,2023-08-15 00:00:00
666,666,Honda,Civic,2024,SQ90-712-666,ICBC,White,True,2022-05-25 00:00:00
667,667,Nissan,Sentra,2020,CH69-979-667,Co-operators,Dark Blue,True,2022-10-04 00:00:00
668,668,Chevrolet,Equinox,2019,TD32-549-668,Intact Insurance,Grey,True,2023-01-26 00:00:00
669,669,Hyundai,Elantra,2018,UM89-442-669,Co-operators,Blue,True,2022-06-10 00:00:00
670,670,Toyota,Corolla,2024,NQ43-176-670,Co-operators,Black,True,2023-06-22 00:00:00
671,671,Toyota,Corolla,2024,FU16-982-671,Co-operators,Black,True,2022-09-30 00:00:00
672,672,Honda,Civic,2024,DY27-463-672,ICBC,Dark Blue,True,2023-02-20 00:00:00
673,673,Ford,Fusion,2024,EH77-571-673,Aviva,Blue,True,2023-01-28 00:00:00
674,674,Chevrolet,Malibu,2022,WH92-518-674,ICBC,Blue,True,2022-04-26 00:00:00
675,675,Tesla,Model 3,2019,FK15-676-675,Intact Insurance,White,True,2023-04-28 00:00:00
676,676,Kia,Sportage,2023,OW94-675-676,Intact Insurance,White,True,2023-08-05 00:00:00
677,677,Tesla,Model 3,2020,FZ23-411-677,Intact Insurance,Silver,True,2023-08-05 00:00:00
678,678,Toyota,Camry,2022,TL26-983-678,Intact Insurance,Black,True,2023-01-08 00:00:00
679,679,Nissan,Rogue,2024,AK89-649-679,ICBC,Blue,True,2022-09-25 00:00:00
680,680,Nissan,Rogue,2018,DA96-405-680,Aviva,Red,True,2023-08-21 00:00:00
681,681,Tesla,Model Y,2023,NV99-930-681,Intact Insurance,Red,True,2023-01-28 00:00:00
682,682,Subaru,Outback,2024,IG47-113-682,Aviva,Black,True,2022-07-01 00:00:00
683,683,Hyundai,Elantra,2024,YY63-612-683,Intact Insurance,Dark Blue,True,2023-12-19 00:00:00
684,684,Hyundai,Sonata,2024,VY94-479-684,TD Insurance,Dark Blue,True,2023-02-27 00:00:00
685,685,Hyundai,Tucson,2023,WL31-325-685,Aviva,Silver,True,2023-09-17 00:00:00
686,686,Subaru,Forester,2021,ES50-473-686,Intact Insurance,Silver,True,2023-04-19 00:00:00
687,687,Honda,Civic,2020,CD10-631-687,TD Insurance,Red,True,2022-07-09 00:00:00
688,688,Nissan,Altima,2020,AZ88-677-688,Desjardins,White,True,2024-01-03 00:00:00
689,689,Kia,Sportage,2023,GJ62-508-689,Desjardins,Blue,True,2023-07-16 00:00:00
690,690,Honda,Accord,2020,XJ80-329-690,Aviva,Silver,True,2023-04-25 00:00:00
691,691,Tesla,Model 3,2022,SK68-291-691,TD Insurance,White,True,2023-02-12 00:00:00
692,692,Chevrolet,Malibu,2023,LZ52-776-692,Intact Insurance,Black,True,2022-09-16 00:00:00
693,693,Hyundai,Elantra,2023,ZA87-843-693,Co-operators,Grey,True,2022-09-20 00:00:00
694,694,Subaru,Forester,2021,VO78-997-694,Desjardins,Blue,True,2023-05-22 00:00:00
695,695,Nissan,Rogue,2018,SQ27-624-695,Aviva,Blue,True,2022-05-06 00:00:00
696,696,Hyundai,Tucson,2018,NE16-682-696,Co-operators,Silver,True,2022-11-21 00:00:00
697,697,Hyundai,Sonata,2018,AE39-835-697,Intact Insurance,Black,True,2022-10-28 00:00:00
698,698,Toyota,Corolla,2023,DZ18-350-698,Desjardins,Grey,True,2022-12-14 00:00:00
699,699,Hyundai,Elantra,2022,RR62-627-699,Aviva,Blue,True,2023-06-02 00:00:00
700,700,Ford,Escape,2021,QM71-305-700,Aviva,Red,True,2023-09-17 00:00:00
701,701,Toyota,Prius,2024,LV40-685-701,Intact Insurance,White,True,2022-09-30 00:00:00
702,702,Toyota,RAV4,2022,AI34-815-702,Co-operators,Grey,True,2022-05-14 00:00:00
703,703,Nissan,Altima,2021,SB44-877-703,Desjardins,Grey,True,2023-02-15 00:00:00
704,704,Tesla,Model 3,2023,II94-930-704,TD Insurance,Dark Blue,True,2024-01-02 00:00:00
705,705,Hyundai,Tucson,2020,EU18-832-705,Intact Insurance,Black,True,2023-06-05 00:00:00
706,706,Ford,Explorer,2018,TT91-145-706,Aviva,White,True,2024-01-19 00:00:00
707,707,Toyota,Corolla,2019,FN90-191-707,Aviva,Black,True,2024-01-18 00:00:00
708,708,Chevrolet,Equinox,2021,DB42-120-708,Co-operators,Dark Blue,True,2023-02-17 00:00:00
709,709,Hyundai,Tucson,2021,IY61-334-709,ICBC,Blue,True,2023-11-04 00:00:00
710,710,Subaru,Outback,2019,EQ49-139-710,Intact Insurance,Silver,True,2022-12-29 00:00:00
711,711,Tesla,Model Y,2023,TP83-146-711,Co-operators,Red,True,2023-03-23 00:00:00
712,712,Kia,Forte,2021,UH51-618-712,Intact Insurance,Silver,True,2023-01-11 00:00:00
713,713,Toyota,Prius,2021,HD75-716-713,Co-operators,White,True,2023-07-09 00:00:00
714,714,Nissan,Sentra,2018,YA62-774-714,Co-operators,Blue,True,2022-09-20 00:00:00
715,715,Toyota,Prius,2020,GT93-125-715,Co-operators,Black,True,2023-03-10 00:00:00
716,716,Toyota,Camry,2023,NW71-830-716,Co-operators,Silver,True,2023-09-08 00:00:00
717,717,Kia,Forte,2024,DY67-728-717,ICBC,Red,True,2023-11-13 00:00:00
718,718,Toyota,Corolla,2019,VU39-133-718,Desjardins,Blue,True,2022-12-07 00:00:00
719,719,Ford,Fusion,2020,YU95-948-719,Co-operators,Blue,True,2022-07-27 00:00:00
720,720,Honda,CR-V,2023,AW22-959-720,Desjardins,Black,True,2023-07-25 00:00:00
721,721,Toyota,Camry,2022,SW46-390-721,ICBC,Silver,True,2023-07-28 00:00:00
722,722,Toyota,RAV4,2022,CG42-216-722,Intact Insurance,White,True,2023-12-12 00:00:00
723,723,Toyota,Camry,2021,DM82-200-723,Co-operators,Blue,True,2023-03-17 00:00:00
724,724,Honda,CR-V,2021,CB63-611-724,Intact Insurance,Grey,True,2023-05-21 00:00:00
725,725,Subaru,Outback,2021,PA33-432-725,Co-operators,Blue,True,2024-01-07 00:00:00
726,726,Toyota,Prius,2024,EP23-581-726,TD Insurance,White,True,2022-09-19 00:00:00
727,727,Nissan,Rogue,2022,UK92-606-727,ICBC,Dark Blue,True,2022-06-22 00:00:00
728,728,Toyota,Corolla,2024,LX26-614-728,ICBC,Silver,True,2022-06-14 00:00:00
729,729,Ford,Escape,2024,VW80-921-729,TD Insurance,Dark Blue,True,2022-12-06 00:00:00
730,730,Toyota,RAV4,2022,LL26-778-730,Aviva,Grey,True,2023-07-24 00:00:00
731,731,Nissan,Rogue,2023,PR66-724-731,Co-operators,Black,True,2023-03-06 00:00:00
732,732,Tesla,Model Y,2020,DC64-781-732,Co-operators,Grey,True,2023-12-12 00:00:00
733,733,Toyota,RAV4,2018,LG46-121-733,Co-operators,Silver,True,2022-09-06 00:00:00
734,734,Hyundai,Sonata,2019,NT89-521-734,Co-operators,Blue,True,2023-06-26 00:00:00
735,735,Subaru,Outback,2021,NQ64-730-735,ICBC,Dark Blue,True,2022-04-21 00:00:00
736,736,Toyota,Corolla,2021,RF74-925-736,Intact Insurance,Grey,True,2022-04-23 00:00:00
737,737,Hyundai,Tucson,2018,YH73-704-737,Co-operators,Red,True,2023-06-19 00:00:00
738,738,Hyundai,Tucson,2023,BJ82-996-738,TD Insurance,Black,True,2022-11-12 00:00:00
739,739,Chevrolet,Equinox,2019,JD10-344-739,Intact Insurance,Black,True,2022-06-24 00:00:00
740,740,Nissan,Sentra,2020,PY91-983-740,TD Insurance,Black,True,2022-06-21 00:00:00
741,741,Chevrolet,Equinox,2019,AV94-583-741,ICBC,Silver,True,2023-12-29 00:00:00
742,742,Toyota,Camry,2022,FY42-454-742,TD Insurance,Black,True,2024-01-06 00:00:00
743,743,Hyundai,Sonata,2019,EA25-301-743,Intact Insurance,White,True,2022-08-20 00:00:00
744,744,Honda,CR-V,2022,YU41-765-744,Aviva,Silver,True,2022-06-02 00:00:00
745,745,Hyundai,Elantra,2020,OC39-976-745,Desjardins,Dark Blue,True,2023-11-05 00:00:00
746,746,Hyundai,Tucson,2020,PF90-578-746,ICBC,Black,True,2022-08-22 00:00:00
747,747,Toyota,Prius,2022,MU50-755-747,Co-operators,Grey,True,2022-12-04 00:00:00
748,748,Nissan,Sentra,2018,KV46-680-748,TD Insurance,Black,True,2023-05-10 00:00:00
749,749,Ford,Escape,2018,OW65-519-749,Aviva,Grey,True,2022-07-12 00:00:00
750,750,Honda,Civic,2020,GJ61-757-750,ICBC,White,True,2023-01-04 00:00:00
751,751,Chevrolet,Malibu,2020,JS68-449-751,Intact Insurance,Red,True,2023-03-13 00:00:00
752,752,Ford,Fusion,2022,QB13-421-752,ICBC,White,True,2022-09-09 00:00:00
753,753,Ford,Escape,2023,SP91-343-753,TD Insurance,Black,True,2023-06-29 00:00:00
754,754,Hyundai,Elantra,2023,BC66-956-754,ICBC,Blue,True,2024-01-17 00:00:00
755,755,Honda,Civic,2024,WC15-729-755,Aviva,Blue,True,2022-10-09 00:00:00
756,756,Ford,Fusion,2022,HW39-283-756,ICBC,Silver,True,2024-01-10 00:00:00
757,757,Tesla,Model Y,2023,MR39-368-757,Aviva,Black,True,2022-06-27 00:00:00
758,758,Ford,Escape,2024,WC99-156-758,TD Insurance,Silver,True,2022-07-13 00:00:00
759,759,Nissan,Altima,2023,DG75-253-759,Desjardins,White,True,2023-06-10 00:00:00
760,760,Honda,Civic,2022,YG58-881-760,Aviva,Blue,True,2023-10-24 00:00:00
761,761,Hyundai,Elantra,2024,IX88-729-761,TD Insurance,Dark Blue,True,2022-05-29 00:00:00
762,762,Nissan,Altima,2019,BX48-659-762,ICBC,White,True,2023-03-01 00:00:00
763,763,Honda,Civic,2021,VO97-715-763,Intact Insurance,Red,True,2022-10-25 00:00:00
764,764,Chevrolet,Malibu,2022,LC55-615-764,TD Insurance,Blue,True,2023-01-27 00:00:00
765,765,Toyota,Corolla,2022,JQ69-179-765,ICBC,Blue,True,2022-08-29 00:00:00
766,766,Subaru,Forester,2022,CU69-646-766,Intact Insurance,Dark Blue,True,2023-09-01 00:00:00
767,767,Nissan,Rogue,2021,DL42-466-767,Co-operators,Blue,True,2022-04-19 00:00:00
768,768,Kia,Sportage,2023,ND76-551-768,Intact Insurance,Black,True,2022-07-02 00:00:00
769,769,Honda,CR-V,2021,KC28-289-769,Intact Insurance,Black,True,2023-06-16 00:00:00
770,770,Honda,CR-V,2020,OM87-207-770,Desjardins,Grey,True,2023-02-22 00:00:00
771,771,Kia,Forte,2021,FV52-707-771,ICBC,Dark Blue,True,2023-04-10 00:00:00
772,772,Nissan,Rogue,2022,IF22-835-772,Desjardins,White,True,2023-09-17 00:00:00
773,773,Subaru,Forester,2022,KG51-935-773,Aviva,Dark Blue,True,2022-07-24 00:00:00
774,774,Hyundai,Tucson,2019,BD91-920-774,ICBC,Silver,True,2022-10-10 00:00:00
775,775,Nissan,Rogue,2024,OH61-297-775,Desjardins,Silver,True,2022-07-29 00:00:00
776,776,Nissan,Sentra,2019,CB43-762-776,Desjardins,Black,True,2023-10-18 00:00:00
777,777,Toyota,Camry,2020,KH21-134-777,Intact Insurance,White,True,2023-03-08 00:00:00
778,778,Subaru,Forester,2018,JO57-400-778,Co-operators,Dark Blue,True,2023-08-16 00:00:00
779,779,Ford,Escape,2022,CO23-325-779,Aviva,Blue,True,2023-03-06 00:00:00
780,780,Toyota,RAV4,2023,QI62-944-780,ICBC,Red,True,2022-07-25 00:00:00
781,781,Ford,Fusion,2019,QJ70-942-781,Intact Insurance,White,True,2023-07-17 00:00:00
782,782,Toyota,Prius,2022,TE72-275-782,Aviva,Black,True,2023-12-21 00:00:00
783,783,Chevrolet,Equinox,2023,PR35-932-783,Desjardins,White,True,2022-11-13 00:00:00
784,784,Toyota,Corolla,2021,LL94-735-784,TD Insurance,Dark Blue,True,2023-05-22 00:00:00
785,785,Toyota,RAV4,2019,LK26-823-785,Desjardins,Black,True,2022-09-15 00:00:00
786,786,Honda,Civic,2024,OT65-201-786,Co-operators,Grey,True,2023-07-22 00:00:00
787,787,Kia,Sportage,2018,BC32-646-787,Intact Insurance,Blue,True,2023-03-29 00:00:00
788,788,Tesla,Model Y,2024,KW18-563-788,Desjardins,Red,True,2023-12-06 00:00:00
789,789,Hyundai,Tucson,2022,RW86-663-789,Desjardins,White,True,2022-08-06 00:00:00
790,790,Toyota,RAV4,2022,QS65-663-790,Desjardins,Silver,True,2023-02-14 00:00:00
791,791,Toyota,Corolla,2020,EV51-757-791,TD Insurance,Dark Blue,True,2022-12-27 00:00:00
792,792,Toyota,Camry,2023,MA90-449-792,TD Insurance,Silver,True,2022-11-10 00:00:00
793,793,Honda,Civic,2022,AB75-662-793,ICBC,Silver,True,2022-04-21 00:00:00
794,794,Subaru,Outback,2018,KP97-282-794,TD Insurance,Silver,True,2022-04-14 00:00:00
795,795,Ford,Escape,2023,HV62-274-795,Desjardins,Blue,True,2023-10-12 00:00:00
796,796,Honda,Accord,2024,YF52-112-796,Aviva,White,True,2023-09-14 00:00:00
797,797,Nissan,Rogue,2020,GC26-300-797,Aviva,Blue,True,2023-01-08 00:00:00
798,798,Chevrolet,Malibu,2023,IE17-685-798,Aviva,Black,True,2023-09-29 00:00:00
799,799,Hyundai,Tucson,2020,IN30-892-799,Intact Insurance,Silver,True,2022-10-19 00:00:00
800,800,Hyundai,Sonata,2020,XP91-996-800,ICBC,Grey,True,2022-10-19 00:00:00
801,801,Ford,Explorer,2019,YC41-785-801,ICBC,White,True,2022-07-10 00:00:00
802,802,Toyota,Prius,2023,QB75-986-802,Co-operators,Dark Blue,True,2022-09-21 00:00:00
803,803,Kia,Sportage,2022,HR14-568-803,Aviva,White,True,2023-10-04 00:00:00
804,804,Nissan,Altima,2024,UO32-722-804,Intact Insurance,White,True,2022-08-28 00:00:00
805,805,Toyota,RAV4,2023,NK25-943-805,Aviva,Silver,True,2023-06-22 00:00:00
806,806,Kia,Forte,2024,OH34-549-806,TD Insurance,Black,True,2022-05-30 00:00:00
807,807,Ford,Explorer,2019,ZO69-774-807,Co-operators,Blue,True,2023-08-20 00:00:00
808,808,Tesla,Model Y,2021,UK92-853-808,ICBC,Grey,True,2022-12-07 00:00:00
809,809,Honda,Civic,2020,NA57-779-809,TD Insurance,Dark Blue,True,2022-05-17 00:00:00
810,810,Nissan,Sentra,2018,EW21-197-810,ICBC,White,True,2023-03-15 00:00:00
811,811,Toyota,Camry,2023,YL75-947-811,Co-operators,Dark Blue,True,2022-11-20 00:00:00
812,812,Nissan,Rogue,2023,QF52-888-812,Intact Insurance,Grey,True,2022-05-30 00:00:00
813,813,Kia,Forte,2019,IU55-771-813,Co-operators,Silver,True,2022-09-09 00:00:00
814,814,Nissan,Rogue,2021,IN82-796-814,Desjardins,Silver,True,2023-02-16 00:00:00
815,815,Honda,CR-V,2019,YE30-664-815,Desjardins,Grey,True,2022-10-02 00:00:00
816,816,Toyota,RAV4,2019,AF96-606-816,Desjardins,White,True,2022-08-17 00:00:00
817,817,Toyota,Camry,2020,JR46-109-817,Co-operators,Black,True,2022-04-23 00:00:00
818,818,Hyundai,Tucson,2020,GJ46-380-818,TD Insurance,Dark Blue,True,2022-10-17 00:00:00
819,819,Honda,Accord,2021,XZ87-963-819,Desjardins,Blue,True,2022-06-23 00:00:00
820,820,Ford,Fusion,2019,PF45-891-820,Desjardins,White,True,2023-01-04 00:00:00
821,821,Ford,Explorer,2021,FV12-371-821,ICBC,Dark Blue,True,2023-01-05 00:00:00
822,822,Hyundai,Sonata,2019,PM28-753-822,ICBC,Dark Blue,True,2022-09-12 00:00:00
823,823,Nissan,Altima,2023,LS87-414-823,ICBC,Silver,True,2023-11-04 00:00:00
824,824,Honda,Accord,2023,ZP54-691-824,TD Insurance,Silver,True,2023-04-23 00:00:00
825,825,Subaru,Forester,2022,PN90-865-825,Co-operators,Dark Blue,True,2023-11-23 00:00:00
826,826,Hyundai,Tucson,2018,HA10-618-826,Co-operators,Dark Blue,True,2023-07-04 00:00:00
827,827,Toyota,RAV4,2018,NE38-443-827,ICBC,Red,True,2022-08-01 00:00:00
828,828,Nissan,Rogue,2022,GY23-617-828,Desjardins,Red,True,2023-01-06 00:00:00
829,829,Tesla,Model Y,2024,ZI59-789-829,Aviva,Blue,True,2023-03-06 00:00:00
830,830,Nissan,Rogue,2023,MV94-441-830,TD Insurance,Red,True,2023-06-09 00:00:00
831,831,Toyota,Camry,2019,VA73-536-831,Co-operators,White,True,2023-01-22 00:00:00
832,832,Tesla,Model Y,2020,CH17-695-832,TD Insurance,Black,True,2022-09-02 00:00:00
833,833,Ford,Explorer,2023,HJ76-956-833,Aviva,Dark Blue,True,2023-08-16 00:00:00
834,834,Subaru,Forester,2024,VJ89-405-834,Intact Insurance,Dark Blue,True,2023-11-02 00:00:00
835,835,Hyundai,Sonata,2023,JF65-428-835,Co-operators,Silver,True,2023-11-27 00:00:00
