ride_id,rider_id,driver_id,requested_at,pickup_time,dropoff_time,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,distance_km,fare,surge_multiplier,status,cancellation_reason
1463,5983,635,2024-09-26 22:25:00,2024-09-26 22:30:00,2024-09-26 23:31:00,46.852007,-71.287873,46.871997,-71.256975,24.74,66.74,1.75,completed,
1464,5573,2234,2024-05-30 19:47:00,,,45.522329,-73.501631,45.527849,-73.49736,22.41,5.0,1.1,cancelled,rider_cancelled
1465,9917,791,2024-08-03 21:38:00,2024-08-03 21:50:00,2024-08-03 22:06:00,43.710636,-79.323256,43.696686,-79.414543,4.83,10.26,1.0,completed,
1466,4160,1174,2024-11-02 21:13:00,2024-11-02 21:18:00,2024-11-02 21:30:00,45.450984,-75.622931,45.396003,-75.73839,3.12,7.87,1.0,completed,
1467,5737,1401,2024-03-29 13:40:00,2024-03-29 13:47:00,2024-03-29 14:13:00,51.000286,-114.123069,51.082378,-114.122145,11.48,19.57,1.0,completed,
1468,6755,1065,2024-10-05 01:42:00,2024-10-05 01:47:00,2024-10-05 02:56:00,49.960317,-97.142216,49.866782,-97.192379,32.38,48.83,1.0,completed,
1469,3189,2014,2024-10-26 03:11:00,2024-10-26 03:16:00,2024-10-26 04:18:00,51.01292,-114.076834,51.037581,-114.000045,24.56,56.83,1.5,completed,
1470,8322,1797,2024-04-07 14:54:00,2024-04-07 15:05:00,2024-04-07 15:51:00,51.112868,-114.033853,50.9996,-114.079508,21.41,50.21,1.5,completed,
1471,4148,1624,2024-08-14 02:43:00,2024-08-14 02:48:00,2024-08-14 02:57:00,49.973388,-97.095309,49.918321,-97.101584,4.33,10.52,1.1,completed,
1472,5347,403,2024-04-09 08:24:00,2024-04-09 08:33:00,2024-04-09 09:51:00,53.60572,-113.475717,53.563265,-113.565456,33.86,55.99,1.1,completed,
1473,7870,1237,2024-05-09 01:10:00,,,44.687329,-63.633013,44.650703,-63.57254,4.83,5.0,1.5,cancelled,rider_cancelled
1474,5681,1373,2024-06-29 17:10:00,2024-06-29 17:16:00,2024-06-29 17:59:00,51.120946,-114.139176,51.124366,-114.12422,16.61,26.75,1.0,completed,
1475,4031,88,2024-07-12 10:33:00,2024-07-12 10:36:00,2024-07-12 12:01:00,46.832868,-71.242263,46.742524,-71.217472,37.57,56.1,1.0,completed,
1476,4302,2038,2024-08-28 06:11:00,2024-08-28 06:17:00,2024-08-28 07:31:00,45.421708,-73.529347,45.556388,-73.639218,30.68,46.45,1.0,completed,
1477,9801,1965,2024-08-28 15:05:00,2024-08-28 15:17:00,2024-08-28 16:10:00,45.350812,-75.720314,45.354721,-75.734487,24.0,74.2,2.0,completed,
1478,6667,577,2024-07-23 09:50:00,2024-07-23 09:53:00,2024-07-23 10:17:00,51.010797,-114.001485,50.995258,-114.06694,8.0,16.17,1.1,completed,
1479,5660,983,2024-03-09 11:24:00,2024-03-09 11:30:00,2024-03-09 12:41:00,45.382683,-75.688269,45.496773,-75.769878,33.43,50.3,1.0,completed,
1480,3447,441,2024-10-08 09:44:00,2024-10-08 09:47:00,2024-10-08 09:52:00,45.428523,-75.743643,45.421252,-75.74468,3.14,8.69,1.1,completed,
1481,5513,1593,2024-12-11 18:52:00,2024-12-11 18:59:00,2024-12-11 19:43:00,45.376044,-75.691851,45.374556,-75.695648,21.8,34.02,1.0,completed,
1482,7561,447,2024-08-02 07:37:00,2024-08-02 07:45:00,2024-08-02 07:55:00,50.966669,-114.052759,51.028919,-114.109722,4.93,20.8,2.0,completed,
1483,7429,2257,2024-09-27 05:20:00,2024-09-27 05:23:00,2024-09-27 05:46:00,43.709065,-79.358713,43.683323,-79.458536,8.87,15.92,1.0,completed,
1484,5979,1573,2024-10-03 23:39:00,2024-10-03 23:42:00,2024-10-04 00:49:00,45.477643,-75.627566,45.366192,-75.722714,29.11,44.25,1.0,completed,
1485,6653,1835,2024-07-10 03:13:00,2024-07-10 03:24:00,2024-07-10 03:52:00,45.513767,-73.552728,45.469223,-73.520587,9.22,32.82,2.0,completed,
1486,9908,1649,2024-12-04 03:46:00,2024-12-04 03:53:00,2024-12-04 03:58:00,49.953275,-97.073556,49.847035,-97.148083,3.08,7.81,1.0,completed,
1487,5314,823,2024-12-07 20:50:00,2024-12-07 20:56:00,2024-12-07 22:12:00,46.80931,-71.236758,46.801724,-71.264222,33.02,49.73,1.0,completed,
1488,6144,1291,2024-12-07 18:01:00,,,45.465943,-75.68067,45.460519,-75.740019,3.46,5.0,1.0,cancelled,no_show
1489,7746,1519,2024-11-22 04:08:00,2024-11-22 04:20:00,2024-11-22 05:24:00,46.795684,-71.269789,46.805347,-71.260764,27.03,41.34,1.0,completed,
1490,6075,527,2024-03-03 18:31:00,2024-03-03 18:37:00,2024-03-03 19:34:00,53.609327,-113.493888,53.532532,-113.458366,24.17,41.07,1.1,completed,
1491,6805,705,2024-02-28 13:21:00,2024-02-28 13:32:00,2024-02-28 14:08:00,43.679779,-79.364631,43.652616,-79.382069,13.03,23.92,1.1,completed,
1492,4603,1674,2024-02-28 18:55:00,2024-02-28 18:58:00,2024-02-28 19:16:00,48.400543,-123.437105,48.388588,-123.317393,7.89,14.55,1.0,completed,
1493,4837,2070,2024-03-02 16:25:00,2024-03-02 16:36:00,2024-03-02 17:20:00,51.028066,-114.081891,51.119474,-114.091074,19.63,61.96,2.0,completed,
1494,4851,1265,2024-11-28 07:12:00,2024-11-28 07:18:00,2024-11-28 08:44:00,45.379603,-75.722597,45.382521,-75.634675,36.54,54.66,1.0,completed,
1495,6643,1442,2024-04-23 16:41:00,2024-04-23 16:46:00,2024-04-23 17:07:00,46.887002,-71.138045,46.803194,-71.196952,7.08,16.77,1.25,completed,
1496,4299,776,2024-09-11 02:16:00,2024-09-11 02:24:00,2024-09-11 02:45:00,44.591565,-63.55824,44.701915,-63.572891,8.12,22.3,1.5,completed,
1497,9728,609,2024-01-28 06:25:00,2024-01-28 06:32:00,2024-01-28 07:48:00,48.445294,-123.392434,48.435536,-123.40463,32.36,85.41,1.75,completed,
1498,4347,189,2024-05-15 09:07:00,2024-05-15 09:14:00,2024-05-15 09:35:00,45.50995,-73.64562,45.495517,-73.50423,8.36,22.81,1.5,completed,
1499,3244,2419,2024-02-06 03:34:00,2024-02-06 03:40:00,2024-02-06 04:59:00,49.222645,-123.047722,49.280416,-123.085145,37.71,70.37,1.25,completed,
1500,8194,2490,2024-02-15 13:12:00,2024-02-15 13:22:00,2024-02-15 14:24:00,43.684418,-79.341303,43.575874,-79.3119,24.72,41.92,1.1,completed,
1501,5334,870,2024-12-15 07:28:00,2024-12-15 07:38:00,2024-12-15 08:35:00,46.80846,-71.279854,46.859385,-71.254968,22.62,38.68,1.1,completed,
1502,8897,1772,2024-08-26 19:59:00,,,46.769292,-71.253047,46.752474,-71.131123,1.55,0.0,1.0,cancelled,driver_cancelled
1503,7645,2177,2024-04-28 17:35:00,2024-04-28 17:46:00,2024-04-28 18:18:00,49.268636,-123.104701,49.218172,-123.145702,14.1,25.56,1.1,completed,
1504,8406,2299,2024-07-02 20:56:00,2024-07-02 21:06:00,2024-07-02 22:03:00,46.776531,-71.274054,46.823165,-71.24388,26.23,80.44,2.0,completed,
1505,9517,1317,2024-05-29 07:38:00,2024-05-29 07:45:00,2024-05-29 08:29:00,43.671712,-79.340645,43.574905,-79.445482,18.34,29.18,1.0,completed,
1506,6454,1814,2024-05-18 07:48:00,2024-05-18 07:58:00,2024-05-18 08:57:00,43.595071,-79.41198,43.705621,-79.437867,28.37,47.54,1.1,completed,
1507,7670,1036,2024-08-12 05:59:00,2024-08-12 06:03:00,2024-08-12 06:15:00,53.523846,-113.501405,53.480511,-113.542068,6.31,15.42,1.25,completed,
1508,9482,1529,2024-06-26 12:49:00,2024-06-26 12:53:00,2024-06-26 14:05:00,46.778398,-71.201987,46.846244,-71.173999,29.63,44.98,1.0,completed,
1509,6465,362,2024-09-20 03:20:00,2024-09-20 03:23:00,2024-09-20 03:37:00,49.306547,-123.045705,49.232352,-123.124322,3.84,17.75,2.0,completed,
1510,5618,728,2024-03-20 05:26:00,2024-03-20 05:30:00,2024-03-20 06:25:00,49.343497,-123.073075,49.290944,-123.092345,22.31,60.78,1.75,completed,
1511,3027,181,2024-04-30 11:58:00,2024-04-30 12:01:00,2024-04-30 13:20:00,49.923105,-97.097472,49.912396,-97.165162,33.67,75.96,1.5,completed,
1512,5025,2057,2024-08-20 16:26:00,2024-08-20 16:38:00,2024-08-20 17:16:00,43.724684,-79.324518,43.646216,-79.340646,17.62,42.25,1.5,completed,
1513,3740,1828,2024-11-19 08:51:00,2024-11-19 09:03:00,2024-11-19 09:23:00,53.507918,-113.416048,53.577901,-113.451477,9.52,33.66,2.0,completed,
1514,8068,2342,2024-07-06 18:13:00,2024-07-06 18:22:00,2024-07-06 19:27:00,53.584761,-113.527202,53.620367,-113.550229,26.47,60.84,1.5,completed,
1515,3773,1160,2024-06-05 16:21:00,,,45.548015,-73.504269,45.536253,-73.544578,10.39,5.0,2.0,cancelled,rider_cancelled
1516,8953,585,2024-03-02 08:28:00,2024-03-02 08:35:00,2024-03-02 09:06:00,53.525347,-113.420072,53.481094,-113.518808,12.51,26.27,1.25,completed,
1517,2611,1328,2024-04-16 15:54:00,2024-04-16 16:03:00,2024-04-16 16:15:00,53.489919,-113.525348,53.625221,-113.535701,2.42,10.33,1.5,completed,
1518,7020,527,2024-02-06 20:46:00,2024-02-06 20:55:00,2024-02-06 21:42:00,43.636564,-79.315116,43.580914,-79.454381,18.22,29.01,1.0,completed,
1519,7832,1248,2024-06-07 16:53:00,2024-06-07 17:01:00,2024-06-07 17:24:00,45.572904,-73.493242,45.471742,-73.62919,7.95,14.63,1.0,completed,
1520,6838,739,2024-10-30 06:23:00,2024-10-30 06:29:00,2024-10-30 06:50:00,48.443622,-123.29604,48.351235,-123.435182,6.85,13.09,1.0,completed,
1521,8619,469,2024-07-03 21:19:00,2024-07-03 21:22:00,2024-07-03 22:23:00,49.957031,-97.082894,49.825998,-97.090532,27.4,52.32,1.25,completed,
1522,5797,2410,2024-11-01 23:47:00,2024-11-01 23:57:00,2024-11-02 00:55:00,46.803178,-71.24135,46.792874,-71.198196,26.1,60.06,1.5,completed,
1523,6541,280,2024-05-28 18:00:00,2024-05-28 18:12:00,2024-05-28 18:53:00,49.2619,-123.19554,49.305496,-123.072219,15.5,25.2,1.0,completed,
1524,3727,1885,2024-05-01 18:50:00,2024-05-01 18:53:00,2024-05-01 19:34:00,45.487623,-73.515179,45.52024,-73.563754,15.56,27.81,1.1,completed,
1525,3749,156,2024-02-05 08:15:00,,,48.478648,-123.292426,48.379824,-123.414052,12.16,5.0,1.0,cancelled,no_show
1526,4010,407,2024-01-06 04:09:00,2024-01-06 04:18:00,2024-01-06 05:32:00,44.639146,-63.609741,44.683421,-63.554067,33.79,88.91,1.75,completed,
1527,7481,489,2024-05-21 15:59:00,,,50.979391,-114.068704,51.088212,-114.130788,16.53,5.0,1.25,cancelled,rider_cancelled
1528,3420,297,2024-08-17 03:36:00,2024-08-17 03:41:00,2024-08-17 04:31:00,45.466268,-73.641405,45.554889,-73.595411,20.71,64.99,2.0,completed,
1529,8749,2480,2024-08-14 05:53:00,,,48.425444,-123.308393,48.485778,-123.325577,4.5,5.0,1.0,cancelled,no_show
1530,8182,2323,2024-03-27 13:40:00,2024-03-27 13:52:00,2024-03-27 14:11:00,49.890444,-97.082295,49.910851,-97.066978,7.09,13.43,1.0,completed,
1531,6797,1891,2024-11-23 19:29:00,2024-11-23 19:34:00,2024-11-23 20:23:00,44.638636,-63.505549,44.676334,-63.512689,19.93,54.95,1.75,completed,
1532,3276,1352,2024-05-08 17:07:00,2024-05-08 17:10:00,2024-05-08 18:06:00,48.371308,-123.410662,48.494332,-123.409258,23.01,35.71,1.0,completed,
1533,6199,1311,2024-08-23 07:12:00,2024-08-23 07:23:00,2024-08-23 08:11:00,46.826355,-71.183635,46.873252,-71.251566,22.16,60.42,1.75,completed,
1534,4053,909,2024-09-18 08:06:00,2024-09-18 08:14:00,2024-09-18 08:30:00,48.450313,-123.429068,48.358195,-123.299217,4.48,19.54,2.0,completed,
1535,8358,2369,2024-06-16 23:35:00,,,44.596802,-63.588268,44.612281,-63.539295,33.11,0.0,1.0,cancelled,driver_cancelled
1536,3050,1305,2024-11-27 17:57:00,2024-11-27 18:02:00,2024-11-27 19:22:00,48.376832,-123.354927,48.478589,-123.363512,37.78,84.59,1.5,completed,
1537,3542,2353,2024-09-30 18:03:00,2024-09-30 18:14:00,2024-09-30 19:06:00,53.479412,-113.534075,53.531272,-113.440578,21.3,33.32,1.0,completed,
1538,3349,2384,2024-08-16 13:24:00,2024-08-16 13:32:00,2024-08-16 14:30:00,49.920016,-97.206314,49.955893,-97.0602,28.03,64.11,1.5,completed,
1539,6214,1769,2024-08-18 14:55:00,2024-08-18 15:04:00,2024-08-18 15:59:00,45.442771,-75.715256,45.449131,-75.684391,22.88,39.09,1.1,completed,
1540,9593,2063,2024-11-29 18:36:00,2024-11-29 18:39:00,2024-11-29 19:24:00,45.464948,-75.670832,45.344843,-75.617634,19.64,38.74,1.25,completed,
1541,9320,274,2024-10-28 08:11:00,2024-10-28 08:20:00,2024-10-28 09:16:00,53.477338,-113.42089,53.589108,-113.539403,23.82,46.06,1.25,completed,
1542,3680,2147,2024-12-13 10:46:00,2024-12-13 10:52:00,2024-12-13 11:33:00,45.529687,-73.505778,45.504851,-73.56749,19.13,60.56,2.0,completed,
1543,9248,2016,2024-03-02 17:13:00,2024-03-02 17:18:00,2024-03-02 17:32:00,51.041818,-114.01229,50.979293,-114.049215,5.96,11.84,1.0,completed,
1544,4568,2018,2024-02-15 03:07:00,2024-02-15 03:10:00,2024-02-15 04:16:00,45.524918,-73.557007,45.543652,-73.634168,31.27,47.28,1.0,completed,
1545,3128,100,2024-11-05 04:47:00,2024-11-05 04:52:00,2024-11-05 05:41:00,45.387488,-75.647285,45.427024,-75.758229,23.87,73.84,2.0,completed,
1546,5393,2374,2024-10-26 11:28:00,,,45.493349,-75.719405,45.378311,-75.696439,28.38,5.0,1.5,cancelled,rider_cancelled
1547,3035,541,2024-10-31 16:59:00,2024-10-31 17:07:00,2024-10-31 17:26:00,51.097175,-114.119862,51.023385,-114.142356,5.2,10.78,1.0,completed,
1548,4453,1950,2024-05-12 20:27:00,2024-05-12 20:31:00,2024-05-12 21:16:00,46.741079,-71.15955,46.746233,-71.182288,17.05,34.21,1.25,completed,
1549,9126,926,2024-06-04 22:30:00,2024-06-04 22:34:00,2024-06-04 23:04:00,45.453689,-73.562732,45.49029,-73.646554,12.14,20.5,1.0,completed,
1550,6640,1069,2024-08-29 00:32:00,2024-08-29 00:35:00,2024-08-29 00:40:00,48.430215,-123.367207,48.403138,-123.401296,1.9,9.24,1.5,completed,
1551,6240,1392,2024-01-08 18:42:00,2024-01-08 18:47:00,2024-01-08 18:58:00,45.424024,-73.513789,45.547098,-73.586572,3.3,12.18,1.5,completed,
1552,2769,255,2024-06-27 08:32:00,2024-06-27 08:39:00,2024-06-27 10:03:00,44.674077,-63.6466,44.64467,-63.612969,35.75,66.94,1.25,completed,
1553,5495,1763,2024-03-10 21:09:00,2024-03-10 21:18:00,2024-03-10 21:54:00,44.602692,-63.514056,44.609275,-63.613115,15.23,49.64,2.0,completed,
1554,7608,489,2024-02-28 09:43:00,2024-02-28 09:50:00,2024-02-28 10:26:00,45.471311,-75.672561,45.444731,-75.704117,14.97,24.46,1.0,completed,
1555,3537,1753,2024-07-24 04:14:00,2024-07-24 04:21:00,2024-07-24 05:44:00,45.457329,-75.697798,45.445231,-75.709318,36.03,94.4,1.75,completed,
1556,3180,1261,2024-02-16 13:48:00,2024-02-16 13:59:00,2024-02-16 14:51:00,45.410711,-75.716845,45.396061,-75.737367,21.03,36.24,1.1,completed,
1557,9029,247,2024-07-23 05:51:00,2024-07-23 06:03:00,2024-07-23 06:42:00,46.822488,-71.196417,46.783723,-71.287117,16.05,32.46,1.25,completed,
1558,4703,1484,2024-09-22 15:26:00,2024-09-22 15:34:00,2024-09-22 16:54:00,51.026842,-114.041029,51.045453,-114.044129,34.45,51.73,1.0,completed,
1559,3225,1031,2024-05-27 09:21:00,2024-05-27 09:30:00,2024-05-27 10:00:00,51.060948,-114.125049,51.119354,-114.008031,15.12,24.67,1.0,completed,
1560,6873,607,2024-12-03 19:23:00,2024-12-03 19:26:00,2024-12-03 19:40:00,45.475344,-75.769767,45.467756,-75.718408,4.07,13.8,1.5,completed,
1561,3549,53,2024-02-26 04:47:00,2024-02-26 04:56:00,2024-02-26 05:27:00,44.670528,-63.602403,44.613214,-63.513121,11.63,19.78,1.0,completed,
1562,9510,1346,2024-10-10 07:23:00,2024-10-10 07:29:00,2024-10-10 08:40:00,53.579979,-113.567027,53.613553,-113.5201,30.52,92.46,2.0,completed,
1563,6700,1873,2024-05-28 02:10:00,2024-05-28 02:22:00,2024-05-28 03:01:00,45.495967,-73.60072,45.519144,-73.506671,19.27,30.48,1.0,completed,
1564,4913,810,2024-07-30 04:54:00,2024-07-30 05:05:00,2024-07-30 05:58:00,51.061832,-114.011647,51.036173,-114.05247,22.06,51.58,1.5,completed,
1565,5711,373,2024-07-15 08:33:00,2024-07-15 08:42:00,2024-07-15 09:47:00,48.482539,-123.320684,48.494518,-123.430237,29.71,56.37,1.25,completed,
1566,5524,102,2024-10-22 08:56:00,2024-10-22 09:01:00,2024-10-22 09:55:00,44.590231,-63.522916,44.662791,-63.646139,22.98,44.59,1.25,completed,
1567,3396,1919,2024-05-17 22:39:00,2024-05-17 22:51:00,2024-05-17 23:09:00,46.745295,-71.128823,46.855772,-71.17893,9.49,18.46,1.1,completed,
1568,8960,413,2024-02-05 04:44:00,2024-02-05 04:54:00,2024-02-05 05:23:00,43.728893,-79.429903,43.715374,-79.39372,12.88,43.06,2.0,completed,
1569,3562,627,2024-08-29 16:00:00,2024-08-29 16:06:00,2024-08-29 16:19:00,49.326872,-123.192581,49.284605,-123.173776,5.37,11.02,1.0,completed,
1570,8408,892,2024-02-04 12:39:00,2024-02-04 12:44:00,2024-02-04 13:32:00,49.324305,-123.136595,49.225748,-123.145226,20.11,39.57,1.25,completed,
1571,4889,179,2024-11-14 13:31:00,2024-11-14 13:38:00,2024-11-14 14:50:00,45.408401,-75.736251,45.390713,-75.71112,31.75,47.95,1.0,completed,
1572,5199,2174,2024-09-07 20:37:00,2024-09-07 20:47:00,2024-09-07 21:01:00,50.997,-113.997026,51.012434,-114.00669,4.96,15.67,1.5,completed,
1573,6109,82,2024-10-21 23:36:00,2024-10-21 23:45:00,2024-10-22 00:28:00,43.600972,-79.342155,43.626628,-79.392016,18.82,29.85,1.0,completed,
1574,8909,2247,2024-08-19 23:48:00,2024-08-19 23:59:00,2024-08-20 00:41:00,48.398008,-123.355828,48.390669,-123.394187,19.73,31.12,1.0,completed,
1575,4792,1462,2024-07-06 15:52:00,2024-07-06 16:01:00,2024-07-06 16:37:00,49.271084,-123.158718,49.288389,-123.062631,16.69,26.87,1.0,completed,
1576,6252,2122,2024-09-04 08:29:00,2024-09-04 08:33:00,2024-09-04 09:40:00,51.067488,-114.126819,51.013586,-114.13671,30.34,91.95,2.0,completed,
1577,8080,1785,2024-02-24 02:00:00,2024-02-24 02:05:00,2024-02-24 02:40:00,51.035155,-114.075291,51.09375,-114.071128,16.29,26.31,1.0,completed,
1578,6154,1412,2024-10-26 23:24:00,2024-10-26 23:31:00,2024-10-27 00:07:00,48.461119,-123.374408,48.365658,-123.296956,18.16,28.92,1.0,completed,
1579,4791,425,2024-01-28 05:51:00,2024-01-28 05:55:00,2024-01-28 06:31:00,49.889214,-97.115389,49.868839,-97.078977,16.75,29.65,1.1,completed,
1580,4405,1557,2024-07-06 01:33:00,2024-07-06 01:40:00,2024-07-06 02:12:00,43.704495,-79.362185,43.677216,-79.335753,11.84,35.13,1.75,completed,
1581,6413,931,2024-03-26 21:24:00,2024-03-26 21:28:00,2024-03-26 22:29:00,46.859917,-71.273605,46.761343,-71.274337,25.09,38.63,1.0,completed,
1582,6931,2478,2024-03-19 10:13:00,2024-03-19 10:17:00,2024-03-19 10:59:00,45.537651,-73.599449,45.436296,-73.565795,17.98,28.67,1.0,completed,
1583,8978,2434,2024-04-23 11:28:00,2024-04-23 11:35:00,2024-04-23 11:54:00,49.205117,-123.188945,49.294808,-123.095403,9.11,20.32,1.25,completed,
1584,8673,1930,2024-03-18 03:53:00,2024-03-18 04:03:00,2024-03-18 05:01:00,45.57064,-73.520463,45.470751,-73.567909,25.27,68.04,1.75,completed,
1585,9692,270,2024-01-16 23:42:00,2024-01-16 23:54:00,2024-01-17 00:12:00,46.852804,-71.18972,46.777056,-71.156916,7.23,20.43,1.5,completed,
1586,6877,1890,2024-09-29 06:29:00,2024-09-29 06:34:00,2024-09-29 07:02:00,51.088013,-114.130693,51.003462,-114.060214,14.03,23.14,1.0,completed,
1587,4766,627,2024-03-07 13:50:00,2024-03-07 14:00:00,2024-03-07 15:09:00,49.351418,-123.100373,49.249523,-123.173632,32.03,60.43,1.25,completed,
1588,3845,1450,2024-03-04 14:31:00,2024-03-04 14:38:00,2024-03-04 15:31:00,45.384263,-75.621477,45.402215,-75.738456,20.46,32.14,1.0,completed,
1589,9166,2295,2024-09-09 05:23:00,2024-09-09 05:27:00,2024-09-09 05:39:00,44.604099,-63.606397,44.594831,-63.6177,3.75,10.94,1.25,completed,
1590,5465,748,2024-08-07 05:55:00,2024-08-07 06:06:00,2024-08-07 07:02:00,45.375368,-75.63087,45.434166,-75.7309,23.4,36.26,1.0,completed,
1591,6520,2049,2024-12-08 15:46:00,2024-12-08 15:57:00,2024-12-08 16:02:00,45.544284,-73.512489,45.542168,-73.530305,2.33,8.45,1.25,completed,
1592,7136,191,2024-01-29 15:56:00,2024-01-29 16:00:00,2024-01-29 16:05:00,46.756363,-71.255278,46.815177,-71.164944,2.65,7.93,1.1,completed,
1593,4347,1058,2024-06-27 11:23:00,2024-06-27 11:30:00,2024-06-27 11:41:00,53.578871,-113.449658,53.595407,-113.484734,3.15,9.89,1.25,completed,
1594,8070,1295,2024-04-29 03:43:00,,,51.01868,-114.032763,51.07075,-114.014418,6.28,5.0,1.75,cancelled,no_show
1595,9942,1076,2024-07-19 13:19:00,,,53.610328,-113.570117,53.549233,-113.531968,8.02,5.0,1.25,cancelled,no_show
1596,8945,1296,2024-10-14 02:22:00,2024-10-14 02:33:00,2024-10-14 02:49:00,49.860928,-97.186851,49.860515,-97.062247,4.94,15.62,1.5,completed,
1597,8065,1717,2024-07-23 06:40:00,2024-07-23 06:46:00,2024-07-23 07:05:00,49.890428,-97.097844,49.88177,-97.133035,7.22,14.97,1.1,completed,
1598,8143,1433,2024-10-22 01:34:00,2024-10-22 01:46:00,2024-10-22 03:10:00,46.755006,-71.223176,46.826086,-71.193034,35.53,53.24,1.0,completed,
1599,6680,2120,2024-06-19 16:28:00,2024-06-19 16:34:00,2024-06-19 17:22:00,46.817217,-71.233791,46.789153,-71.229478,23.48,36.37,1.0,completed,
1600,3314,1191,2024-08-08 22:55:00,2024-08-08 23:01:00,2024-08-09 00:16:00,48.449992,-123.418982,48.473678,-123.438722,30.49,57.73,1.25,completed,
1601,5245,916,2024-11-08 03:28:00,2024-11-08 03:34:00,2024-11-08 04:21:00,51.059132,-114.124381,51.047393,-114.122196,21.21,49.79,1.5,completed,
1602,9788,799,2024-08-17 19:21:00,2024-08-17 19:25:00,2024-08-17 20:53:00,49.882185,-97.114474,49.860423,-97.144229,37.77,56.38,1.0,completed,
1603,9351,460,2024-08-26 06:25:00,2024-08-26 06:37:00,2024-08-26 07:58:00,45.500923,-75.737002,45.452492,-75.660384,34.48,56.95,1.1,completed,
1604,9807,1304,2024-10-02 23:42:00,2024-10-02 23:46:00,2024-10-03 00:35:00,44.722522,-63.648381,44.68755,-63.534638,18.94,37.52,1.25,completed,
1605,5749,589,2024-06-11 10:05:00,2024-06-11 10:14:00,2024-06-11 11:25:00,44.652469,-63.528222,44.722511,-63.51782,33.21,49.99,1.0,completed,
1606,3971,279,2024-12-23 19:03:00,2024-12-23 19:15:00,2024-12-23 19:38:00,49.91272,-97.060112,49.961208,-97.101121,10.72,37.02,2.0,completed,
1607,5542,1576,2024-10-27 04:55:00,,,45.494052,-75.618491,45.359049,-75.721229,17.12,0.0,1.0,cancelled,driver_cancelled
1608,7922,442,2024-09-23 11:42:00,2024-09-23 11:54:00,2024-09-23 12:36:00,53.58347,-113.563557,53.547058,-113.432273,17.51,35.02,1.25,completed,
1609,7498,1560,2024-02-26 17:42:00,2024-02-26 17:50:00,2024-02-26 19:11:00,49.240914,-123.187424,49.325969,-123.070064,35.59,106.65,2.0,completed,
1610,3839,1193,2024-12-16 18:48:00,,,43.655026,-79.378527,43.681444,-79.32234,17.64,0.0,1.1,cancelled,driver_cancelled
1611,6072,1279,2024-02-29 09:30:00,2024-02-29 09:41:00,2024-02-29 10:36:00,45.436132,-73.591089,45.459079,-73.614998,24.23,74.84,2.0,completed,
1612,2792,858,2024-02-01 21:08:00,2024-02-01 21:13:00,2024-02-01 22:42:00,51.123612,-113.996039,51.123556,-114.062631,36.95,55.23,1.0,completed,
1613,4422,520,2024-07-21 18:07:00,2024-07-21 18:11:00,2024-07-21 18:41:00,48.456354,-123.437093,48.411917,-123.415644,14.14,40.77,1.75,completed,
1614,9073,269,2024-11-27 22:52:00,2024-11-27 23:01:00,2024-11-27 23:35:00,43.721282,-79.397407,43.693378,-79.392307,13.99,23.09,1.0,completed,
1615,8204,1333,2024-08-13 21:10:00,2024-08-13 21:15:00,2024-08-13 22:30:00,49.355863,-123.057574,49.313656,-123.19882,31.38,52.18,1.1,completed,
1616,3306,508,2024-09-06 14:36:00,2024-09-06 14:46:00,2024-09-06 16:06:00,48.372139,-123.390322,48.483917,-123.305367,37.53,56.04,1.0,completed,
1617,6159,1002,2024-09-11 05:48:00,2024-09-11 05:56:00,2024-09-11 06:09:00,46.755732,-71.212883,46.852655,-71.149243,2.63,10.77,1.5,completed,
1618,7506,91,2024-04-25 05:29:00,2024-04-25 05:33:00,2024-04-25 05:52:00,48.445439,-123.379646,48.488445,-123.413341,7.11,23.54,1.75,completed,
1619,5965,1611,2024-08-11 07:42:00,,,45.355327,-75.629745,45.373236,-75.710601,18.68,5.0,2.0,cancelled,rider_cancelled
1620,3135,351,2024-06-18 22:28:00,2024-06-18 22:34:00,2024-06-18 22:44:00,49.347013,-123.196828,49.270781,-123.156754,1.5,7.0,1.25,completed,
1621,6708,1000,2024-12-04 16:05:00,2024-12-04 16:09:00,2024-12-04 17:30:00,46.834901,-71.242285,46.812917,-71.137203,36.62,54.77,1.0,completed,
1622,7276,72,2024-10-06 07:04:00,2024-10-06 07:08:00,2024-10-06 08:01:00,43.720392,-79.332176,43.70745,-79.35401,20.68,40.56,1.25,completed,
1623,9777,120,2024-04-14 07:51:00,2024-04-14 08:03:00,2024-04-14 08:48:00,45.576452,-73.641025,45.514915,-73.627772,20.29,31.91,1.0,completed,
1624,5860,855,2024-12-24 20:08:00,2024-12-24 20:13:00,2024-12-24 20:53:00,48.403871,-123.325502,48.37386,-123.424342,19.11,60.51,2.0,completed,
1625,4412,1788,2024-05-06 18:05:00,2024-05-06 18:11:00,2024-05-06 18:22:00,45.417225,-75.733255,45.394851,-75.735278,5.87,11.72,1.0,completed,
1626,9199,881,2024-09-25 16:36:00,2024-09-25 16:42:00,2024-09-25 18:06:00,49.293117,-123.131768,49.279775,-123.058121,37.48,55.97,1.0,completed,
1627,4995,1429,2024-11-20 08:35:00,2024-11-20 08:40:00,2024-11-20 09:52:00,43.618199,-79.364176,43.729666,-79.372149,31.92,48.19,1.0,completed,
